660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
359863,347234,221901,219442,185422,219448,221760,242985,228512,253572,265512,374943,108248,95104,52899,53986,56388,65865,60933,68124,58854,70618,71548,119716,19978,16076,11127,10713,10558,10376,11787,11810,11591,12281,12077,20139,214,2025-11-25T15:15:16.466-06:00
359890,347219,221892,219447,185393,219451,221751,242983,228492,253571,265454,375004,108226,95093,52907,53977,56399,65841,60922,68115,58813,70606,71562,119683,19996,16089,11151,10708,10555,10376,11793,11811,11602,12283,12105,20103,214,2025-11-25T15:15:16.466-06:00
359977,347214,221897,219514,185414,219421,221725,242943,228521,253504,265487,374952,108251,95106,52909,53995,56371,65844,60921,68099,58818,70608,71535,119694,19968,16082,11101,10719,10526,10393,11774,11807,11586,12273,12079,20078,215,2025-11-25T15:15:16.526-06:00
359830,347236,221907,219484,185399,219385,221691,242864,228468,253534,265494,374930,108248,95089,52904,53977,56374,65853,60905,68085,58811,70606,71566,119705,19989,16084,11124,10716,10556,10376,11784,11794,11577,12281,12086,20125,215,2025-11-25T15:15:16.526-06:00
359877,347193,221932,219484,185382,219323,221680,242890,228490,253582,265474,374957,108230,95107,52903,53987,56376,65813,60912,68077,58812,70635,71544,119683,20003,16091,11117,10708,10548,10380,11785,11796,11585,12289,12096,20106,216,2025-11-25T15:15:16.615-06:00
359927,347290,221919,219473,185642,219878,221534,242565,228410,253519,265491,375171,108244,95120,52914,54001,56394,65868,60849,67929,58770,70557,71469,119698,19900,16089,11123,10711,10541,10397,11766,11769,11580,12274,12097,20109,216,2025-11-25T15:15:16.615-06:00
359953,347218,222071,219659,185709,220394,221048,241021,227106,253095,265576,375097,108216,95117,52950,54004,56419,65963,60591,67208,58105,70297,71417,119733,19956,16075,11112,10720,10558,10421,11746,11683,11489,12229,12083,20113,217,2025-11-25T15:15:16.705-06:00
359977,347273,222093,219619,185650,220303,221019,240974,227103,253147,265553,375269,108205,95097,52942,54002,56410,65962,60578,67229,58105,70313,71467,119723,20015,16084,11120,10735,10551,10451,11724,11668,11500,12235,12066,20130,217,2025-11-25T15:15:16.705-06:00
359957,347239,222034,219607,185696,220341,221068,241056,227094,253125,265526,375166,108287,95134,52943,54004,56422,65964,60583,67242,58116,70312,71471,119689,20013,16065,11122,10717,10571,10429,11733,11665,11495,12219,12093,20116,218,2025-11-25T15:15:16.766-06:00
359874,347163,221998,219605,185736,220384,221098,241067,227103,253152,265509,375135,108227,95118,52947,54008,56402,65966,60584,67255,58107,70312,71469,119702,19969,16031,11129,10698,10561,10422,11741,11681,11505,12238,12110,20117,218,2025-11-25T15:15:16.766-06:00
