660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
362713,347011,221221,220415,185864,214841,222926,246941,230979,253240,262808,368686,108060,95317,55360,54081,56392,65139,61942,70373,60584,71295,71376,118357,19883,16054,11211,10693,10483,10154,11888,12101,11795,12321,12007,19803,230,2025-11-25T15:18:50.331-06:00
362814,347014,221260,220404,185864,214809,222994,246945,230996,253227,262827,368700,108070,95327,55351,54111,56396,65125,61964,70386,60560,71261,71399,118385,19880,16054,11210,10714,10484,10147,11889,12139,11775,12347,11975,19830,230,2025-11-25T15:18:50.331-06:00
362827,347011,221238,220408,185843,214801,222991,246910,230886,253146,262775,368696,108087,95307,55362,54103,56376,65131,61948,70395,60527,71277,71357,118429,19876,16053,11238,10702,10496,10153,11869,12109,11792,12339,11976,19801,231,2025-11-25T15:18:50.456-06:00
362884,347058,221239,220394,185813,214780,222945,246928,230929,253228,262799,368683,108048,95334,55360,54086,56388,65131,61939,70375,60545,71269,71387,118351,19881,16047,11217,10693,10487,10169,11887,12094,11802,12343,11980,19798,231,2025-11-25T15:18:50.456-06:00
362799,347036,221239,220389,185864,214814,222987,246928,230936,253211,262779,368720,108096,95352,55368,54105,56384,65135,61940,70356,60539,71255,71372,118397,19873,16058,11223,10661,10486,10159,11877,12088,11811,12340,11981,19810,232,2025-11-25T15:18:50.537-06:00
362784,347054,221239,220420,185809,214720,222926,246885,230954,253227,262775,368728,108068,95340,55374,54093,56334,65106,61935,70367,60547,71259,71359,118372,19886,16062,11214,10695,10485,10147,11876,12084,11785,12340,11959,19796,232,2025-11-25T15:18:50.537-06:00
362819,347044,221253,220333,185686,214476,222574,246159,230547,253078,262806,368880,108091,95330,55337,54041,56220,64852,61766,69999,60347,71174,71296,118389,19958,16053,11209,10691,10470,10132,11852,12029,11757,12322,11968,19815,233,2025-11-25T15:18:50.543-06:00
362868,347104,221293,220385,185721,214511,222042,244974,229718,252786,262842,368921,108095,95333,55365,54046,56179,64807,61460,69462,59911,70984,71307,118404,19860,16059,11222,10695,10459,10125,11831,11955,11712,12306,11966,19837,233,2025-11-25T15:18:50.543-06:00
362903,347105,221369,220396,185672,214399,222046,244961,229675,252813,262867,368899,108034,95318,55344,54037,56194,64805,61470,69437,59875,70936,71288,118348,19891,16058,11202,10687,10457,10129,11815,11962,11718,12289,11964,19824,234,2025-11-25T15:18:50.658-06:00
362902,347145,221285,220393,185648,214446,222121,245045,229784,252858,262795,368907,108103,95332,55349,54058,56211,64803,61491,69467,59885,70953,71288,118344,19908,16064,11216,10698,10456,10127,11834,11968,11703,12306,11973,19850,234,2025-11-25T15:18:50.658-06:00
362827,347162,221338,220385,185639,214416,222127,245080,229677,252825,262791,368861,108076,95306,55354,54041,56185,64803,61491,69468,59876,70928,71307,118368,19882,16054,11207,10689,10458,10129,11819,11967,11693,12284,11964,19829,235,2025-11-25T15:18:50.720-06:00
362856,347089,221325,220403,185684,214449,222089,245056,229737,252872,262810,368866,108068,95325,55322,54044,56166,64813,61487,69478,59879,70937,71297,118348,19864,16077,11221,10675,10460,10123,11858,11960,11694,12292,11974,19820,235,2025-11-25T15:18:50.720-06:00
362816,347073,221276,220418,185642,214445,222078,245012,229717,252803,262869,368916,108062,95300,55343,54045,56171,64792,61484,69469,59890,70949,71301,118392,19883,16079,11207,10685,10453,10123,11817,11952,11702,12300,11974,19818,236,2025-11-25T15:18:50.780-06:00
362851,347021,221185,220342,185685,214627,222329,245461,229960,252895,262742,368715,108064,95311,55339,54047,56277,65005,61554,69713,59986,71022,71342,118348,19861,16059,11225,10683,10488,10146,11831,11971,11717,12311,11968,19827,236,2025-11-25T15:18:50.780-06:00
