660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
381163,323938,189369,191699,145711,186256,190372,204725,198696,235856,265834,368869,95129,82519,52012,40948,44909,54564,48609,51164,46227,61490,69449,116112,17410,14274,9543,8154,7554,8003,9410,9422,9527,10755,11394,18975,229,2025-11-26T13:50:35.353-06:00
381134,323928,189323,191984,145776,186251,190348,204692,198682,235878,265847,368835,95128,82494,52007,40990,44944,54576,48587,51139,46229,61477,69464,116155,17400,14281,9545,8146,7556,7996,9403,9420,9530,10756,11389,18961,229,2025-11-26T13:50:35.353-06:00
381106,323850,189325,192101,145787,186254,190319,204640,198643,235843,265849,368897,95122,82514,52012,41020,44972,54569,48567,51125,46215,61478,69445,116152,17404,14265,9543,8172,7559,8006,9409,9429,9524,10751,11397,18971,230,2025-11-26T13:50:35.385-06:00
381149,323892,189297,192148,145810,186276,190280,204598,198641,235881,265803,368925,95086,82479,52002,41028,44980,54586,48576,51109,46212,61480,69471,116173,17396,14284,9547,8173,7555,8008,9413,9429,9525,10744,11400,18977,230,2025-11-26T13:50:35.385-06:00
381166,323841,189353,192221,145839,186303,190330,204605,198596,235801,265837,369009,95114,82511,52001,41039,44973,54589,48571,51123,46197,61475,69461,116139,17392,14283,9538,8169,7558,7990,9406,9411,9525,10753,11396,18967,231,2025-11-26T13:50:35.419-06:00
381147,323850,189312,192224,145765,186166,190287,204601,198432,235792,265819,368884,95131,82512,52003,41057,44947,54605,48569,51110,46094,61407,69428,116170,17389,14278,9556,8175,7553,8001,9411,9421,9519,10744,11399,18953,231,2025-11-26T13:50:35.419-06:00
381245,323948,189411,192149,146050,186440,189910,203917,196940,235087,265690,368882,95150,82518,52065,41067,45101,54590,48420,50781,45455,61023,69296,116079,17390,14280,9561,8181,7583,8027,9381,9365,9407,10695,11386,18971,232,2025-11-26T13:50:35.439-06:00
381238,323985,189636,190516,146291,186814,189180,202161,196526,234897,265663,368899,95122,82509,52114,40797,45253,54625,48041,50017,45264,60941,69276,116109,17394,14287,9588,8142,7621,8032,9352,9292,9385,10669,11388,18971,232,2025-11-26T13:50:35.439-06:00
381222,324079,189597,189862,146289,186844,189112,201945,196451,234871,265697,368884,95094,82548,52123,40681,45260,54651,48013,49941,45222,60914,69260,116084,17391,14283,9583,8114,7611,8044,9348,9269,9384,10679,11382,18951,233,2025-11-26T13:50:35.442-06:00
381246,324064,189655,189768,146327,186884,189040,201736,196398,234818,265665,368901,95132,82540,52141,40654,45268,54636,47991,49874,45203,60903,69257,116083,17385,14302,9595,8086,7626,8045,9334,9268,9366,10667,11389,18956,233,2025-11-26T13:50:35.442-06:00
381213,324059,189630,189599,146284,186890,189109,201774,196408,234826,265668,368826,95147,82542,52135,40613,45262,54634,47999,49883,45210,60900,69269,116065,17408,14294,9573,8104,7630,8047,9335,9257,9390,10680,11384,18955,234,2025-11-26T13:50:35.470-06:00
381251,324134,189631,189422,146309,186906,189086,201762,196379,234837,265708,368890,95121,82559,52131,40583,45257,54645,47993,49876,45208,60931,69279,116075,17414,14291,9580,8095,7622,8041,9336,9256,9385,10696,11379,18962,234,2025-11-26T13:50:35.470-06:00
381301,324059,189613,189400,146298,186916,189091,201798,196483,234849,265691,368911,95161,82545,52122,40569,45275,54649,47998,49878,45218,60979,69258,116075,17414,14293,9578,8106,7628,8038,9341,9263,9390,10672,11384,18970,235,2025-11-26T13:50:35.497-06:00
381248,324080,189540,189202,145943,186718,189388,202645,198036,235540,265811,368810,95117,82527,52084,40514,45144,54645,48154,50245,45953,61347,69434,116158,17395,14291,9575,8077,7600,8033,9375,9319,9494,10739,11409,18979,235,2025-11-26T13:50:35.497-06:00
381188,323970,189453,190614,145882,186552,189939,203904,198138,235625,265805,368901,95123,82517,52050,40747,45024,54620,48383,50763,45986,61334,69390,116127,17396,14278,9561,8122,7562,8024,9390,9384,9488,10738,11390,18962,236,2025-11-26T13:50:35.722-06:00
381170,323945,189383,190729,145832,186509,190006,203961,198050,235519,265760,368751,95113,82512,52026,40788,45022,54609,48410,50813,45966,61336,69354,116133,17393,14288,9551,8122,7551,8018,9377,9385,9489,10729,11397,18962,236,2025-11-26T13:50:35.722-06:00
381155,323949,189415,190880,145876,186551,190018,203919,198053,235590,265810,368865,95117,82492,52023,40814,45020,54617,48403,50825,45957,61344,69405,116131,17409,14278,9568,8136,7561,8007,9372,9388,9485,10729,11378,18978,237,2025-11-26T13:50:35.723-06:00
381138,323929,189402,190942,145880,186560,189966,203910,198111,235571,265738,368868,95087,82480,52038,40833,45025,54614,48422,50796,45966,61340,69410,116112,17440,14263,9545,8129,7568,8022,9393,9377,9481,10722,11395,18967,237,2025-11-26T13:50:35.723-06:00
381160,323951,189395,190967,145890,186545,189988,203906,198086,235646,265784,368838,95112,82507,52030,40837,45043,54611,48410,50796,45951,61332,69386,116133,17397,14277,9556,8136,7549,8034,9385,9374,9484,10722,11393,18989,238,2025-11-26T13:50:35.742-06:00
