660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
250695,191878,164530,162713,151282,179276,172983,189824,195485,235370,293606,362114,77694,63043,46396,36826,46431,51882,40759,44826,43987,59952,75521,106945,11575,9008,9841,7666,7902,7704,8606,8597,8925,10152,12434,17589,60,2025-11-26T13:59:12.107-06:00
250689,191883,164535,162722,151318,179310,173033,189866,195513,235363,293565,362031,77692,63048,46395,36837,46438,51885,40778,44836,43980,59929,75504,106940,11580,9002,9847,7660,7907,7701,8621,8617,8918,10148,12438,17614,60,2025-11-26T13:59:12.107-06:00
250640,191900,164556,162758,151314,179330,173051,189880,195549,235409,293612,362145,77689,63013,46401,36843,46458,51917,40774,44856,43987,59968,75501,106930,11570,8998,9845,7667,7907,7701,8618,8605,8935,10146,12443,17598,61,2025-11-26T13:59:12.202-06:00
250737,191885,164514,162574,151332,179305,173050,189899,195692,235448,293540,362110,77689,63040,46366,36865,46396,51967,40777,44868,44034,59938,75459,106890,11615,9007,9849,7667,7891,7719,8625,8609,8941,10144,12455,17619,61,2025-11-26T13:59:12.202-06:00
250668,191842,164335,162420,151144,179996,174157,191138,196511,235555,293477,362242,77691,63047,46333,36771,46393,52296,41200,45460,44554,60145,75500,106883,11576,8997,9830,7648,7896,7738,8664,8667,9016,10183,12448,17608,62,2025-11-26T13:59:12.313-06:00
250671,191502,163012,160497,150238,180192,175715,193109,197073,235594,293640,362387,77676,62869,45879,36190,45961,52273,41835,46378,44942,60287,75541,106898,11571,8979,9738,7545,7821,7733,8734,8767,9071,10193,12435,17612,62,2025-11-26T13:59:12.313-06:00
250570,191296,161881,158812,149564,180268,177066,194878,197439,235669,293769,362273,77679,62774,45414,35742,45603,52408,42427,47179,45203,60412,75640,106928,11574,8969,9646,7443,7757,7737,8820,8855,9090,10211,12451,17600,63,2025-11-26T13:59:12.318-06:00
250488,191298,161792,158732,149551,180347,177384,195354,197413,235639,293670,362276,77673,62776,45450,35690,45606,52386,42585,47337,45170,60366,75577,106896,11567,8957,9639,7432,7757,7729,8818,8857,9097,10204,12447,17580,63,2025-11-26T13:59:12.318-06:00
250493,191324,161758,158701,149608,180373,177371,195337,197436,235617,293707,362347,77690,62820,45458,35689,45657,52410,42565,47332,45168,60376,75557,106912,11559,8970,9643,7426,7765,7740,8817,8852,9098,10206,12439,17590,64,2025-11-26T13:59:12.376-06:00
250488,191340,161783,158732,149614,180347,177307,195279,197383,235613,293712,362333,77698,62791,45464,35702,45653,52380,42570,47314,45159,60352,75562,106890,11564,8966,9638,7443,7762,7723,8822,8859,9082,10205,12458,17594,64,2025-11-26T13:59:12.376-06:00
250484,191340,161815,158780,149591,180350,177287,195288,197396,235693,293701,362322,77694,62794,45450,35704,45654,52396,42568,47314,45174,60369,75572,106915,11577,8976,9638,7442,7768,7729,8821,8853,9090,10207,12446,17588,65,2025-11-26T13:59:12.475-06:00
250525,191351,161791,158707,149585,180308,177257,195248,197365,235655,293714,362376,77683,62771,45437,35691,45629,52370,42531,47292,45162,60362,75571,106915,11559,8967,9635,7442,7755,7727,8819,8864,9091,10200,12441,17606,65,2025-11-26T13:59:12.475-06:00
250422,191322,161958,158940,149664,180330,177249,195259,197181,235590,293488,362297,77702,62819,45481,35790,45634,52397,42538,47282,45098,60315,75558,106866,11553,8967,9661,7454,7760,7733,8813,8847,9079,10197,12428,17612,66,2025-11-26T13:59:12.528-06:00
250496,191444,162251,159399,149890,179808,176320,194080,196367,235502,293694,362216,77708,62863,45636,35888,45746,52120,42094,46770,44601,60193,75540,106959,11562,8979,9675,7496,7787,7708,8763,8804,9020,10168,12436,17603,66,2025-11-26T13:59:12.528-06:00
250586,191543,162707,160120,150206,179849,175464,192965,196321,235538,293606,362218,77680,62921,45799,36090,45888,52170,41688,46198,44596,60150,75527,106945,11557,8969,9716,7534,7802,7705,8724,8745,9010,10173,12438,17613,67,2025-11-26T13:59:12.589-06:00
250553,191629,162806,160238,150198,179810,175334,192840,196243,235473,293593,362201,77678,62924,45836,36134,45891,52109,41703,46221,44527,60133,75519,106922,11567,8981,9701,7544,7821,7714,8727,8741,8993,10175,12445,17611,67,2025-11-26T13:59:12.589-06:00
250590,191608,162848,160264,150224,179790,175250,192738,196260,235520,293694,362235,77697,62900,45839,36123,45902,52082,41649,46152,44511,60158,75559,106929,11585,8980,9728,7533,7810,7706,8703,8741,8998,10181,12451,17613,68,2025-11-26T13:59:12.648-06:00
250555,191559,162815,160237,150232,179763,175188,192644,196161,235522,293647,362206,77688,62890,45823,36111,45874,52064,41641,46129,44513,60139,75537,106964,11561,8981,9715,7542,7807,7718,8706,8739,8997,10170,12447,17613,68,2025-11-26T13:59:12.648-06:00
250609,191569,162825,160234,150237,179759,175082,192567,196188,235507,293635,362264,77681,62889,45817,36117,45879,52081,41612,46098,44512,60169,75538,106937,11561,8979,9714,7527,7811,7700,8708,8744,8994,10170,12445,17595,69,2025-11-26T13:59:12.745-06:00
250637,191624,162838,160298,150250,179719,175132,192599,196202,235438,293592,362192,77708,62896,45843,36122,45895,52089,41615,46091,44546,60173,75498,106911,11566,8987,9720,7541,7799,7731,8715,8734,9005,10180,12439,17586,69,2025-11-26T13:59:12.745-06:00
250583,191580,162820,160293,150206,180366,175984,193538,197136,235629,293543,362134,77672,62886,45852,36113,45996,52370,41874,46521,45081,60331,75564,106911,11561,8985,9722,7531,7826,7741,8732,8794,9082,10190,12430,17615,70,2025-11-26T13:59:12.797-06:00
250486,191409,162245,159438,149941,180321,176800,194620,197163,235627,293675,362450,77674,62845,45658,35865,45818,52360,42223,47022,45013,60320,75538,106893,11570,8981,9684,7475,7810,7732,8786,8831,9079,10199,12456,17606,70,2025-11-26T13:59:12.797-06:00
250559,191427,162203,159382,149880,180225,176940,194775,197135,235660,293761,362350,77664,62821,45623,35874,45745,52315,42401,47106,45028,60328,75584,106961,11565,8984,9684,7480,7781,7733,8788,8841,9079,10194,12443,17613,71,2025-11-26T13:59:12.918-06:00
250606,191426,162239,159382,149908,180292,176978,194846,197124,235603,293659,362252,77696,62842,45626,35876,45748,52325,42417,47124,45043,60322,75566,106921,11583,8974,9677,7475,7794,7725,8807,8840,9080,10184,12453,17609,71,2025-11-26T13:59:12.918-06:00
250518,191471,162229,159375,149940,180274,176867,194734,197157,235592,293684,362332,77687,62819,45619,35871,45780,52346,42343,47065,45040,60333,75562,106906,11574,8973,9668,7484,7774,7725,8796,8834,9077,10182,12445,17595,72,2025-11-26T13:59:12.950-06:00
250541,191444,162274,159404,149875,180258,176899,194784,197127,235624,293669,362472,77688,62846,45636,35890,45781,52350,42358,47075,45016,60311,75519,106921,11560,8975,9691,7484,7776,7728,8794,8829,9070,10186,12462,17615,72,2025-11-26T13:59:12.950-06:00
