660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
203753,225467,210747,204367,162677,156748,178225,201244,177982,206394,244636,221092,62628,57394,58615,46020,51505,54165,52000,60021,46290,54182,65280,76675,10520,10235,11154,9527,8300,6972,8674,9057,8867,9582,10159,12080,165,2025-11-26T14:25:33.250-06:00
203600,225232,210550,204265,162688,156765,178105,201158,178030,206519,244723,221162,62687,57416,58598,46016,51493,54165,51990,60008,46305,54208,65311,76683,10511,10235,11153,9548,8296,6973,8677,9056,8866,9587,10159,12059,165,2025-11-26T14:25:33.250-06:00
203546,225290,210745,204341,162752,156832,178182,201120,178004,206455,244579,221115,62646,57410,58607,46018,51494,54185,51990,59969,46303,54188,65253,76631,10506,10245,11158,9539,8301,6982,8675,9057,8865,9575,10161,12060,166,2025-11-26T14:25:33.250-06:00
203619,225312,210872,204435,162797,156901,178059,201053,177905,206391,244493,221030,62650,57380,58623,46002,51485,54183,51978,59976,46265,54156,65233,76601,10538,10243,11155,9538,8306,6969,8685,9058,8872,9583,10125,12062,166,2025-11-26T14:25:33.250-06:00
203684,225467,210947,204467,162800,156916,178151,201174,177852,206263,244574,221053,62605,57370,58587,46007,51489,54188,51996,59998,46275,54121,65208,76642,10503,10242,11154,9540,8296,6970,8681,9053,8848,9571,10148,12057,167,2025-11-26T14:25:33.337-06:00
203603,225313,210864,204489,163147,157294,178109,201064,177319,205801,244389,221063,62646,57379,58624,46024,51617,54357,52016,60008,46066,53874,65122,76589,10514,10244,11155,9538,8330,6996,8676,9062,8835,9542,10118,12053,167,2025-11-26T14:25:33.337-06:00
203596,225406,210999,204955,164252,158546,178796,201052,176780,205300,244413,221211,62557,57299,58594,46120,52077,54898,52135,59893,45711,53549,65148,76666,10503,10239,11152,9569,8425,7088,8716,9044,8821,9494,10135,12053,168,2025-11-26T14:25:33.341-06:00
203513,225391,210853,204931,164115,158438,179108,201020,176642,205184,244425,221193,62514,57292,58609,46143,52080,54904,52233,59868,45688,53489,65160,76716,10494,10244,11157,9566,8419,7094,8746,9052,8815,9487,10132,12063,168,2025-11-26T14:25:33.341-06:00
203449,225292,210668,204851,164083,158410,179127,201010,176628,205167,244409,221089,62514,57317,58605,46145,52087,54904,52229,59851,45656,53492,65138,76719,10496,10245,11157,9567,8420,7089,8741,9050,8812,9495,10130,12069,169,2025-11-26T14:25:33.492-06:00
203338,225119,210790,204888,164163,158511,179050,200901,176618,205165,244406,221202,62529,57308,58601,46136,52067,54898,52209,59815,45652,53488,65148,76694,10486,10229,11171,9571,8415,7099,8745,9042,8829,9487,10136,12069,169,2025-11-26T14:25:33.492-06:00
203329,225210,210972,204917,164216,158653,178993,200812,176588,205134,244321,221162,62532,57322,58593,46138,52028,54916,52220,59820,45640,53479,65133,76675,10495,10231,11158,9577,8424,7093,8748,9042,8803,9499,10128,12073,170,2025-11-26T14:25:33.524-06:00
203356,225246,211041,204999,164197,158618,179033,200875,176543,205066,244287,221194,62532,57321,58602,46128,52040,54903,52212,59814,45646,53425,65121,76663,10500,10238,11161,9567,8406,7096,8748,9057,8805,9479,10128,12073,170,2025-11-26T14:25:33.524-06:00
203424,225416,211171,205029,164216,158579,179103,200915,176771,205267,244345,221145,62485,57279,58601,46139,52014,54861,52227,59844,45686,53488,65109,76609,10501,10225,11162,9571,8416,7078,8751,9054,8821,9483,10139,12081,171,2025-11-26T14:25:33.545-06:00
203580,225538,211147,204830,163370,157651,178814,201001,177594,205997,244424,221058,62538,57325,58591,46067,51736,54507,52166,59889,46134,53950,65244,76567,10491,10240,11160,9559,8351,7012,8734,9061,8848,9540,10156,12059,171,2025-11-26T14:25:33.545-06:00
203639,225584,210872,204662,162992,157127,178491,201222,177513,205926,244532,221101,62561,57346,58626,46062,51686,54370,52102,59979,46130,53934,65190,76647,10507,10236,11167,9553,8332,7007,8694,9066,8853,9546,10147,12074,172,2025-11-26T14:25:33.579-06:00
203593,225545,210741,204504,162996,157127,178628,201307,177654,206097,244633,221128,62551,57322,58600,46045,51669,54356,52056,59988,46138,53993,65248,76706,10501,10243,11158,9542,8331,7003,8681,9070,8847,9562,10153,12083,172,2025-11-26T14:25:33.579-06:00
