660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
204150,225677,209643,202515,161944,156225,177257,200017,176975,205267,243592,220639,63474,56070,57982,45418,51294,54140,51895,59867,46169,54078,65231,76654,10776,10194,10968,9429,8225,6917,8620,8999,8795,9516,10092,12011,24,2025-11-26T14:19:11.132-06:00
204353,225872,209660,202558,161905,156160,177329,200089,176854,205144,243667,220714,63469,56080,58011,45428,51315,54142,51918,59903,46161,54041,65236,76685,10758,10230,10972,9427,8237,6922,8612,9003,8792,9520,10100,12018,24,2025-11-26T14:19:11.132-06:00
204447,225980,209820,202702,162313,156583,177480,200136,176188,204467,243426,220676,63427,56096,58007,45464,51419,54350,51884,59937,45888,53733,65124,76639,10770,10221,10975,9438,8255,6966,8618,9010,8758,9481,10085,12011,25,2025-11-26T14:19:11.256-06:00
204864,226145,209809,202992,163313,157800,178095,199954,175258,203583,243387,220831,63405,56067,57997,45550,51892,54852,52065,59792,45414,53215,65062,76730,10762,10210,10978,9463,8348,7058,8670,9002,8719,9422,10067,12027,25,2025-11-26T14:19:11.256-06:00
205253,226026,209750,203238,164445,159189,178838,199822,174391,202764,243276,220843,63417,56101,58022,45628,52380,55431,52280,59694,44967,52836,65008,76747,10768,10212,10992,9486,8439,7140,8730,9001,8691,9374,10072,12034,26,2025-11-26T14:19:11.256-06:00
205800,226321,210107,203481,164651,159439,179173,199704,174446,202759,243138,220768,63395,56105,58052,45653,52419,55510,52388,59674,45042,52805,64979,76696,10764,10225,10992,9490,8455,7150,8751,9003,8706,9368,10062,12026,26,2025-11-26T14:19:11.256-06:00
205894,226518,210136,203419,164561,159343,179153,199746,174398,202708,243177,220791,63366,56113,58042,45648,52407,55483,52369,59661,45014,52797,64991,76705,10770,10228,10983,9502,8456,7150,8745,8988,8697,9366,10069,12026,27,2025-11-26T14:19:11.341-06:00
205960,226678,210098,203376,164525,159222,179262,199818,174454,202754,243224,220834,63353,56110,58045,45643,52414,55461,52386,59685,45019,52810,65000,76743,10767,10221,10992,9508,8444,7148,8749,9006,8694,9364,10062,12032,27,2025-11-26T14:19:11.341-06:00
205743,226420,209863,203268,164497,159234,179160,199767,174543,202912,243284,220870,63382,56114,58043,45653,52402,55448,52374,59678,45032,52858,65046,76742,10756,10225,10981,9496,8440,7146,8740,8997,8697,9381,10074,12035,28,2025-11-26T14:19:11.430-06:00
205750,226278,209963,203344,164513,159274,179151,199742,174518,202865,243208,220771,63387,56123,58058,45643,52396,55470,52368,59677,45048,52850,65010,76710,10759,10221,10994,9494,8448,7146,8748,9002,8702,9373,10063,12032,28,2025-11-26T14:19:11.430-06:00
205757,226353,210067,203408,164540,159274,179060,199723,174324,202709,243232,220822,63402,56131,58054,45639,52378,55466,52359,59647,45054,52806,64976,76660,10762,10226,11000,9494,8448,7149,8745,8995,8689,9351,10063,12019,29,2025-11-26T14:19:11.467-06:00
205931,226552,210310,203341,164058,158701,179081,199822,175414,203614,243300,220739,63383,56133,58042,45627,52154,55200,52311,59706,45463,53253,65039,76665,10765,10231,10983,9497,8414,7104,8738,8993,8742,9429,10074,12021,29,2025-11-26T14:19:11.467-06:00
206039,226660,210018,203011,162709,157194,178310,200009,176341,204560,243543,220672,63386,56112,58025,45515,51698,54601,52130,59745,45914,53756,65129,76659,10770,10234,10987,9456,8310,7006,8688,9009,8772,9487,10098,12031,30,2025-11-26T14:19:11.532-06:00
205979,226378,209719,202550,161590,155829,177671,200170,177337,205592,243870,220715,63438,56104,58005,45419,51240,54011,51966,59890,46399,54259,65319,76698,10763,10220,10976,9422,8212,6911,8638,9000,8814,9550,10119,12028,30,2025-11-26T14:19:11.532-06:00
205714,225759,209395,202324,161346,155523,177110,200233,177378,205639,243922,220730,63491,56099,58012,45394,51123,53882,51856,59966,46338,54277,65305,76725,10782,10201,10968,9419,8194,6889,8596,9017,8804,9547,10108,12032,31,2025-11-26T14:19:11.583-06:00
205590,225576,209357,202293,161416,155598,177100,200219,177407,205738,243903,220758,63492,56092,57994,45418,51175,53907,51867,59970,46375,54307,65298,76712,10781,10200,10978,9419,8213,6891,8605,9016,8809,9542,10111,12025,31,2025-11-26T14:19:11.583-06:00
205360,225357,209300,202257,161502,155675,177014,200103,177434,205702,243895,220686,63503,56092,57991,45412,51144,53943,51835,59923,46355,54305,65302,76698,10743,10188,10974,9413,8194,6898,8596,9003,8789,9550,10116,12044,32,2025-11-26T14:19:11.706-06:00
205507,225682,209573,202408,161577,155735,177057,200130,177279,205575,243725,220610,63468,56082,57979,45407,51163,53937,51854,59935,46345,54260,65245,76649,10777,10204,10980,9429,8201,6900,8594,9004,8800,9546,10113,12022,32,2025-11-26T14:19:11.706-06:00
205663,225798,209703,202468,161566,155759,177093,200183,177203,205529,243745,220603,63472,56081,57996,45419,51160,53957,51846,59947,46338,54224,65236,76623,10786,10206,10969,9414,8211,6893,8616,9007,8798,9550,10107,12032,33,2025-11-26T14:19:11.736-06:00
205674,225920,209644,202440,161543,155713,177185,200210,177278,205488,243862,220715,63470,56079,57993,45401,51162,53935,51854,59927,46329,54267,65273,76726,10768,10210,10972,9424,8207,6893,8602,9013,8802,9543,10119,12033,33,2025-11-26T14:19:11.736-06:00
205535,225774,209728,202582,161940,156198,177170,200160,176494,204831,243531,220673,63477,56085,58008,45456,51303,54169,51896,59922,46010,53887,65158,76676,10781,10195,10962,9438,8236,6948,8611,9013,8782,9486,10091,12020,34,2025-11-26T14:19:11.822-06:00
205440,225901,209787,203050,162868,157272,177902,200032,176018,204350,243607,220773,63402,56083,58056,45564,51721,54608,52031,59830,45746,53627,65191,76713,10768,10203,10985,9456,8317,7004,8649,9005,8752,9459,10093,12038,34,2025-11-26T14:19:11.822-06:00
205179,225741,209568,202848,162868,157302,177992,199910,175987,204366,243568,220793,63435,56104,58026,45538,51760,54664,52073,59808,45717,53591,65166,76756,10762,10200,10983,9454,8323,6994,8664,9012,8758,9452,10089,12042,35,2025-11-26T14:19:11.953-06:00
205046,225503,209549,202783,162925,157364,177923,199833,175970,204317,243556,220772,63433,56090,58011,45532,51726,54663,52057,59745,45698,53559,65160,76697,10759,10209,10979,9470,8310,7024,8671,8992,8755,9476,10084,12040,35,2025-11-26T14:19:11.953-06:00
205130,225679,209751,202859,162973,157427,177876,199794,175834,204198,243365,220709,63431,56105,58002,45537,51722,54673,52042,59718,45692,53542,65121,76671,10765,10200,10976,9481,8309,7009,8665,8988,8749,9449,10078,12023,36,2025-11-26T14:19:11.974-06:00
205239,225951,209942,202963,163026,157477,177963,199856,175745,204097,243390,220694,63421,56081,58032,45536,51696,54669,52061,59735,45678,53509,65083,76634,10764,10214,10978,9462,8310,7017,8664,8999,8748,9451,10083,12025,36,2025-11-26T14:19:11.974-06:00
205149,226098,209950,202972,162972,157441,178045,199924,175794,204116,243429,220690,63410,56101,58009,45517,51725,54653,52077,59768,45675,53495,65110,76676,10770,10222,10966,9467,8313,7015,8669,9007,8747,9453,10083,12029,37,2025-11-26T14:19:12.005-06:00
205122,226206,209962,202934,162882,157325,178095,199975,176162,204439,243448,220668,63385,56101,58018,45560,51674,54671,52089,59783,45762,53698,65136,76653,10769,10198,10983,9476,8310,7023,8675,8992,8763,9475,10100,12022,37,2025-11-26T14:19:12.005-06:00
205164,226247,209774,202602,161822,156112,177734,200105,176963,205232,243655,220526,63435,56131,58030,45473,51373,54138,52003,59854,46144,53997,65213,76632,10775,10219,10974,9436,8237,6931,8645,9004,8784,9512,10114,12018,38,2025-11-26T14:19:12.066-06:00
204848,225611,209120,202322,161607,155814,177368,200095,177019,205252,243942,220853,63490,56128,58017,45437,51317,54065,51931,59932,46148,54100,65309,76731,10772,10213,10978,9418,8231,6916,8620,9016,8796,9529,10113,12029,38,2025-11-26T14:19:12.066-06:00
204787,225576,209297,202402,161872,156056,177317,200109,177056,205370,243774,220702,63459,56089,57999,45442,51311,54119,51898,59877,46213,54132,65264,76703,10767,10203,10967,9414,8230,6924,8616,9008,8796,9527,10104,12020,39,2025-11-26T14:19:12.152-06:00
204644,225404,209528,202529,161991,156233,177152,199908,177001,205312,243677,220654,63461,56100,58017,45445,51301,54151,51880,59823,46190,54108,65209,76654,10770,10197,10963,9438,8238,6926,8602,8992,8798,9531,10096,12001,39,2025-11-26T14:19:12.152-06:00
204645,225780,209800,202639,161931,156161,177269,200008,176881,205158,243616,220645,63434,56090,58008,45446,51298,54144,51900,59855,46174,54057,65183,76616,10767,10207,10967,9440,8229,6931,8618,9009,8799,9525,10099,12019,40,2025-11-26T14:19:12.189-06:00
204275,225964,209781,202652,161910,156169,177380,200138,176924,205209,243704,220692,63419,56095,58002,45442,51298,54121,51906,59892,46175,54060,65209,76701,10770,10205,10965,9426,8233,6927,8626,9009,8798,9509,10095,12028,40,2025-11-26T14:19:12.189-06:00
203757,225853,209533,202523,161877,156103,177415,200169,176858,205184,243570,220556,63452,56105,58014,45455,51328,54131,51922,59898,46272,54074,65178,76665,10767,10207,10976,9424,8229,6930,8614,9004,8799,9530,10104,12026,41,2025-11-26T14:19:12.249-06:00
203870,226030,209579,202758,162382,156734,177483,200001,176055,204394,243559,220793,63437,56080,58045,45478,51585,54395,51921,59880,45825,53647,65124,76692,10761,10208,10977,9443,8296,6977,8617,9013,8765,9477,10091,12025,41,2025-11-26T14:19:12.249-06:00
203862,225965,209720,203060,163627,158193,178196,199926,175102,203495,243283,220773,63378,56082,57988,45576,51998,54981,52135,59741,45333,53157,65076,76710,10768,10206,10977,9473,8375,7071,8681,8993,8728,9404,10070,12033,42,2025-11-26T14:19:12.389-06:00
204419,226055,210049,203432,164444,159250,178856,199704,174436,202776,243164,220775,63380,56115,58071,45677,52445,55441,52329,59667,44995,52814,64986,76681,10750,10214,10990,9504,8440,7148,8734,8991,8698,9367,10063,12022,42,2025-11-26T14:19:12.389-06:00
204853,226637,210277,203565,164610,159416,179194,199741,174367,202696,243129,220783,63355,56129,58069,45688,52422,55502,52368,59699,45004,52766,64964,76678,10762,10235,10990,9501,8455,7155,8737,9009,8693,9361,10060,12023,43,2025-11-26T14:19:12.397-06:00
204660,226570,210086,203473,164545,159283,179261,199842,174483,202791,243267,220812,63336,56126,58051,45665,52417,55487,52381,59689,45018,52815,65027,76728,10758,10227,10973,9501,8464,7155,8754,9006,8712,9374,10066,12036,43,2025-11-26T14:19:12.397-06:00
204462,226407,209935,203358,164568,159260,179214,199818,174501,202847,243219,220792,63346,56145,58050,45673,52423,55485,52385,59690,45033,52838,65011,76714,10753,10225,11013,9496,8444,7154,8753,8997,8703,9373,10057,12028,44,2025-11-26T14:19:12.487-06:00
