660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
257222,220051,175751,161373,165081,209739,193273,195374,206919,248832,283726,361692,78099,56827,43949,35750,43640,54534,43133,43971,46467,65154,74821,116642,11804,9418,8473,6741,7515,8695,9063,8529,9413,10970,12073,18435,124,2025-11-26T14:30:34.057-06:00
257135,220069,175759,161414,164967,209652,193418,195334,206895,248933,283649,361519,78101,56829,43961,35744,43685,54494,43166,43980,46523,65218,74763,116602,11806,9398,8464,6742,7512,8682,9070,8534,9418,10984,12083,18434,124,2025-11-26T14:30:34.057-06:00
257157,220054,175246,160508,165284,209704,193479,194290,206376,248821,283459,361309,78077,56799,43796,35503,43451,54532,43316,43951,46583,65220,74701,116481,11789,9388,8426,6685,7472,8681,9086,8495,9416,10975,12061,18417,125,2025-11-26T14:30:34.092-06:00
257260,220205,174724,163253,167122,209666,191779,193593,204883,248766,283412,361292,78058,56802,43632,35932,43676,54547,43220,44246,46456,65236,74628,116406,11764,9398,8364,6732,7521,8668,9022,8500,9374,10978,12069,18435,125,2025-11-26T14:30:34.092-06:00
256649,220220,175388,167567,168043,209362,182845,194867,203804,248694,283430,361340,77993,56789,43659,36661,43808,54547,41793,44846,46349,65238,74629,116437,11775,9371,8313,6829,7525,8634,8652,8584,9333,10972,12069,18405,126,2025-11-26T14:30:34.154-06:00
256489,220225,175669,168904,168442,209321,175702,195298,203651,248728,283357,361352,78014,56771,43689,36938,43928,54566,40188,45027,46349,65300,74637,116375,11778,9381,8315,6861,7538,8635,8320,8608,9329,10997,12063,18379,126,2025-11-26T14:30:34.154-06:00
256349,220273,175703,169240,168583,209310,175275,195302,203578,248773,283357,361349,78000,56787,43704,37011,43960,54560,40098,45062,46326,65273,74643,116388,11778,9360,8317,6884,7545,8631,8298,8595,9321,10981,12047,18393,127,2025-11-26T14:30:34.269-06:00
256354,220262,175737,169414,168631,209297,175170,195302,203496,248748,283378,361354,77997,56784,43709,37051,43968,54555,40072,45018,46329,65294,74630,116395,11784,9367,8323,6884,7548,8638,8297,8600,9325,10990,12056,18395,127,2025-11-26T14:30:34.269-06:00
255902,220189,175693,169465,168661,209319,175128,195311,203482,248743,283387,361376,77982,56772,43713,37071,43985,54531,40051,45029,46299,65289,74624,116375,11770,9378,8313,6894,7545,8643,8301,8609,9315,10975,12067,18391,128,2025-11-26T14:30:34.299-06:00
255479,220280,175725,169651,168699,209321,175064,195278,203489,248685,283392,361304,77989,56789,43722,37109,43982,54538,40030,45035,46308,65279,74620,116355,11779,9382,8314,6897,7560,8639,8297,8608,9312,10989,12059,18396,128,2025-11-26T14:30:34.299-06:00
255331,220261,175712,169711,168722,209331,175026,195243,203417,248713,283378,361457,78000,56791,43724,37129,44006,54528,40013,45011,46320,65220,74616,116324,11780,9381,8319,6896,7539,8642,8293,8608,9309,10977,12058,18407,129,2025-11-26T14:30:34.390-06:00
255312,220272,175831,169888,169047,209395,174817,195011,203539,248795,283431,361393,78010,56797,43788,37224,44109,54506,39904,44930,46139,65226,74664,116416,11787,9380,8347,6932,7575,8652,8274,8596,9307,10978,12057,18415,129,2025-11-26T14:30:34.390-06:00
254764,220293,175350,169505,169233,209641,177821,193953,204124,248803,283498,361465,78005,56822,43808,37341,44291,54512,40257,44353,46216,65226,74741,116487,11793,9398,8393,6976,7627,8665,8358,8524,9330,10989,12054,18416,130,2025-11-26T14:30:34.538-06:00
254409,220570,175275,169203,169208,209671,179941,193692,204222,248757,283494,361432,78045,56856,43767,37273,44283,54529,40736,44266,46197,65213,74691,116474,11777,9395,8389,6961,7620,8672,8472,8508,9309,10986,12069,18426,130,2025-11-26T14:30:34.538-06:00
255860,220453,175242,169110,169228,209652,180686,193684,204311,248837,283523,361531,78036,56863,43762,37259,44284,54529,40901,44224,46190,65200,74689,116508,11782,9402,8384,6958,7612,8676,8507,8497,9329,10978,12068,18431,131,2025-11-26T14:30:34.604-06:00
255795,220494,175196,169078,169201,209662,181280,193580,204379,248816,283525,361516,78033,56859,43772,37244,44276,54536,41016,44221,46200,65201,74716,116512,11785,9393,8386,6965,7620,8678,8535,8494,9323,11001,12048,18409,131,2025-11-26T14:30:34.604-06:00
254862,220540,175210,169062,169209,209724,181869,193565,204440,248810,283547,361569,78051,56872,43767,37237,44276,54528,41138,44196,46196,65216,74719,116485,11788,9397,8393,6954,7621,8674,8562,8496,9321,10981,12074,18427,132,2025-11-26T14:30:34.633-06:00
254758,220514,175203,169023,169242,209683,182190,193543,204447,248801,283545,361566,78032,56866,43759,37245,44283,54525,41210,44188,46220,65207,74698,116477,11816,9400,8404,6973,7623,8663,8583,8493,9326,10974,12065,18414,132,2025-11-26T14:30:34.633-06:00
254612,220530,175279,169108,169309,209822,182303,193514,204414,248780,283443,361452,78031,56874,43747,37277,44342,54627,41243,44196,46269,65220,74704,116450,11790,9400,8392,6970,7629,8672,8573,8495,9338,10987,12066,18399,133,2025-11-26T14:30:34.639-06:00
254754,220392,175344,168740,168891,209602,180451,194444,203963,248828,283356,361298,78042,56832,43682,37004,44042,54570,41118,44641,46316,65223,74714,116419,11781,9381,8334,6893,7563,8660,8518,8562,9338,10973,12066,18394,133,2025-11-26T14:30:34.639-06:00
254838,220367,175569,169237,168922,209528,176704,194883,203776,248739,283486,361479,78002,56814,43729,37089,44075,54568,40354,44783,46326,65273,74651,116420,11780,9375,8346,6903,7573,8650,8365,8593,9325,10979,12068,18420,134,2025-11-26T14:30:34.723-06:00
256840,220385,175571,169323,168940,209494,176551,194877,203803,248829,283409,361432,78008,56834,43728,37099,44077,54558,40323,44852,46289,65266,74637,116400,11773,9386,8342,6913,7557,8644,8358,8586,9329,10976,12064,18399,134,2025-11-26T14:30:34.723-06:00
254590,220402,175625,169429,168923,209474,176541,194873,203741,248782,283361,361368,78017,56832,43741,37135,44083,54554,40301,44834,46293,65264,74649,116397,11779,9386,8340,6915,7557,8645,8357,8583,9328,10981,12071,18399,135,2025-11-26T14:30:34.755-06:00
254120,220397,175617,169483,168978,209513,176473,194901,203754,248733,283377,361400,77991,56828,43737,37140,44101,54570,40302,44833,46290,65253,74614,116362,11785,9383,8336,6910,7576,8653,8349,8592,9325,10982,12050,18396,135,2025-11-26T14:30:34.755-06:00
254519,220406,175603,169530,168992,209500,176472,194851,203703,248761,283416,361379,77996,56827,43753,37162,44117,54579,40299,44824,46298,65265,74652,116371,11789,9355,8333,6923,7574,8664,8357,8575,9328,10961,12060,18408,136,2025-11-26T14:30:34.873-06:00
254379,220405,175594,169545,168957,209487,176429,194871,203735,248690,283430,361394,78004,56814,43751,37153,44097,54524,40278,44832,46216,65233,74612,116381,11784,9381,8338,6895,7575,8638,8349,8583,9314,10977,12051,18393,136,2025-11-26T14:30:34.873-06:00
256186,220447,175803,169917,169319,209543,176351,194657,204012,248828,283557,361522,78005,56841,43818,37345,44227,54530,40238,44705,46167,65222,74681,116465,11783,9396,8385,6964,7613,8661,8340,8565,9314,10987,12065,18396,137,2025-11-26T14:30:34.902-06:00
253777,220647,175357,169532,169408,209791,181613,193427,205455,248838,283735,361730,78055,56885,43829,37439,44445,54527,40986,44089,46241,65202,74814,116637,11796,9411,8418,7012,7655,8686,8551,8491,9357,10974,12071,18415,137,2025-11-26T14:30:34.902-06:00
253993,220399,175677,163942,167190,209853,189158,193521,206595,248922,283760,361779,78082,56888,43920,36278,44086,54519,42235,43666,46350,65151,74840,116685,11815,9419,8454,6840,7603,8699,8867,8454,9405,10983,12088,18419,138,2025-11-26T14:30:34.963-06:00
254056,220125,175771,161440,165495,209820,191631,195309,206733,248851,283703,361752,78086,56855,43965,35762,43754,54540,42748,43928,46421,65167,74841,116709,11795,9401,8469,6744,7539,8692,8984,8521,9402,10967,12078,18431,138,2025-11-26T14:30:34.963-06:00
255086,220113,175784,161432,165244,209719,192283,195336,206744,248846,283730,361758,78111,56846,43966,35767,43689,54549,42890,43947,46431,65181,74831,116655,11804,9416,8462,6740,7519,8698,9011,8518,9405,10997,12076,18430,139,2025-11-26T14:30:34.994-06:00
253881,220066,175762,161406,165112,209779,192710,195345,206914,248920,283690,361680,78090,56837,43965,35754,43649,54531,43001,43966,46451,65179,74832,116662,11810,9402,8453,6744,7523,8693,9015,8515,9406,10984,12077,18431,139,2025-11-26T14:30:34.994-06:00
254236,220090,175734,161405,165105,209798,193000,195400,206895,248866,283681,361678,78096,56839,43960,35738,43630,54559,43053,43983,46465,65175,74811,116647,11795,9419,8467,6747,7522,8703,9045,8526,9412,10991,12074,18456,140,2025-11-26T14:30:35.109-06:00
254384,220089,175763,161388,165108,209760,193188,195404,206952,248872,283660,361703,78101,56837,43961,35737,43643,54552,43125,43965,46472,65182,74842,116649,11805,9410,8463,6737,7512,8702,9067,8530,9409,10988,12093,18411,140,2025-11-26T14:30:35.109-06:00
253706,220045,175760,161389,165085,209851,193331,195386,206791,248805,283680,361759,78119,56820,43959,35747,43631,54602,43156,43978,46505,65258,74826,116599,11797,9412,8467,6732,7514,8712,9071,8534,9413,11008,12088,18436,141,2025-11-26T14:30:35.141-06:00
253947,220040,175216,160542,165261,209757,193478,194426,206471,248805,283476,361490,78072,56782,43800,35503,43458,54541,43318,44001,46570,65207,74736,116540,11815,9401,8424,6688,7468,8685,9088,8499,9412,10981,12076,18414,141,2025-11-26T14:30:35.141-06:00
256281,220221,174625,163067,167003,209618,191891,193538,204921,248714,283342,361369,78054,56795,43626,35891,43668,54528,43245,44231,46460,65230,74630,116383,11792,9382,8369,6714,7506,8664,9029,8499,9373,10987,12054,18392,142,2025-11-26T14:30:35.295-06:00
257949,220224,175340,167516,168020,209373,183313,194778,203865,248731,283321,361330,78011,56793,43663,36653,43806,54568,41873,44816,46330,65283,74553,116365,11778,9387,8307,6833,7525,8641,8667,8573,9328,11013,12054,18405,142,2025-11-26T14:30:35.295-06:00
258012,220241,175642,168985,168446,209345,175678,195272,203637,248757,283428,361262,77987,56793,43694,36933,43916,54563,40186,45006,46362,65296,74647,116380,11775,9368,8326,6869,7530,8639,8318,8616,9327,10980,12066,18397,143,2025-11-26T14:30:35.319-06:00
259084,220266,175629,169284,168549,209355,175259,195336,203583,248776,283396,361376,78005,56787,43698,37018,43953,54574,40092,45039,46331,65313,74633,116410,11775,9377,8310,6883,7537,8639,8304,8610,9322,10989,12064,18400,143,2025-11-26T14:30:35.319-06:00
258685,220225,175740,169484,168642,209305,175210,195324,203515,248751,283328,361323,78014,56785,43719,37070,43968,54552,40067,45018,46322,65299,74620,116383,11756,9378,8323,6890,7541,8640,8288,8600,9328,10979,12054,18394,144,2025-11-26T14:30:35.377-06:00
258304,220194,175701,169567,168666,209306,175100,195311,203521,248747,283296,361294,77996,56775,43715,37092,43971,54545,40051,45028,46299,65288,74639,116396,11765,9366,8334,6895,7538,8633,8292,8614,9313,10974,12067,18401,144,2025-11-26T14:30:35.377-06:00
258748,220248,175731,169709,168712,209317,175057,195247,203510,248736,283332,361293,77997,56784,43726,37116,43991,54536,40029,45023,46320,65277,74622,116361,11777,9381,8322,6901,7553,8635,8286,8609,9323,10964,12058,18398,145,2025-11-26T14:30:35.500-06:00
259272,220263,175722,169724,168749,209338,175032,195275,203434,248794,283384,361345,77999,56791,43719,37140,44006,54550,40025,45018,46320,65312,74582,116358,11775,9384,8320,6895,7555,8629,8286,8605,9321,10997,12061,18400,145,2025-11-26T14:30:35.500-06:00
259415,220287,175892,169979,169033,209418,174848,195116,203587,248810,283527,361474,77978,56794,43793,37222,44122,54499,39953,44918,46130,65234,74642,116446,11780,9377,8342,6930,7572,8652,8279,8588,9296,10983,12066,18412,146,2025-11-26T14:30:35.533-06:00
260053,220649,175523,169758,169382,209842,177416,193951,204220,248904,283590,361464,78050,56876,43847,37363,44306,54569,40194,44377,46183,65254,74725,116515,11801,9406,8401,6980,7624,8665,8368,8517,9326,10994,12067,18416,146,2025-11-26T14:30:35.533-06:00
260422,220564,175326,169217,169241,209696,180007,193705,204278,248801,283592,361542,78059,56873,43772,37270,44265,54530,40760,44278,46197,65211,74696,116468,11808,9409,8382,6961,7614,8676,8484,8510,9322,10977,12078,18428,147,2025-11-26T14:30:35.558-06:00
260324,220483,175256,169186,169189,209660,180809,193642,204328,248789,283556,361576,78024,56852,43772,37265,44279,54521,40923,44221,46195,65207,74695,116484,11790,9408,8387,6960,7630,8665,8521,8502,9326,10986,12069,18402,147,2025-11-26T14:30:35.558-06:00
259197,220459,175210,169118,169209,209643,181432,193606,204384,248789,283543,361491,78040,56862,43763,37262,44268,54515,41037,44217,46198,65211,74698,116499,11802,9401,8391,6963,7624,8670,8543,8498,9331,10979,12072,18415,148,2025-11-26T14:30:35.593-06:00
259144,220557,175223,169099,169221,209718,181971,193597,204445,248803,283520,361448,78047,56854,43738,37258,44280,54502,41163,44199,46214,65217,74707,116489,11796,9400,8393,6960,7625,8673,8563,8498,9326,10986,12053,18415,148,2025-11-26T14:30:35.593-06:00
259740,220463,175198,169088,169227,209693,182241,193550,204445,248776,283524,361468,78020,56865,43767,37268,44262,54528,41220,44192,46195,65194,74683,116461,11791,9401,8398,6962,7627,8674,8584,8500,9328,10996,12070,18402,149,2025-11-26T14:30:35.715-06:00
259905,220530,175148,168973,169422,209847,182385,193548,204415,248777,283434,361328,78055,56872,43749,37255,44294,54651,41263,44185,46280,65205,74714,116437,11796,9415,8381,6967,7623,8684,8591,8495,9347,10990,12070,18408,149,2025-11-26T14:30:35.715-06:00
259822,220396,175255,168633,168785,209523,180858,194401,203982,248784,283509,361415,78024,56835,43665,36998,44070,54552,41178,44613,46322,65235,74666,116484,11784,9396,8327,6878,7561,8659,8538,8555,9327,10980,12063,18394,150,2025-11-26T14:30:35.777-06:00
259385,220342,175538,169259,168915,209510,176807,194833,203823,248770,283275,361373,78017,56804,43729,37097,44085,54560,40360,44804,46315,65285,74637,116383,11768,9389,8333,6903,7581,8657,8363,8579,9336,11016,12066,18405,150,2025-11-26T14:30:35.777-06:00
259197,220406,175553,169358,168904,209463,176624,194916,203776,248803,283451,361404,78035,56823,43730,37123,44085,54564,40336,44841,46314,65261,74633,116385,11766,9394,8330,6905,7559,8649,8354,8580,9317,10991,12070,18397,151,2025-11-26T14:30:35.862-06:00
259144,220424,175558,169451,168917,209528,176587,194876,203711,248656,283340,361251,78018,56825,43741,37127,44083,54538,40314,44836,46285,65261,74631,116392,11776,9375,8341,6912,7575,8650,8339,8582,9323,10988,12070,18382,151,2025-11-26T14:30:35.862-06:00
259225,220393,175598,169516,168951,209534,176556,194900,203804,248792,283419,361379,78008,56829,43740,37149,44095,54551,40315,44835,46284,65271,74629,116377,11774,9388,8335,6912,7561,8620,8353,8572,9327,10975,12062,18399,152,2025-11-26T14:30:35.890-06:00
