660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
191910,158095,135265,151900,158293,167460,176219,209254,210110,243442,245788,221507,58570,43299,32999,34237,43707,43908,39849,53573,51080,65441,64502,67046,8480,6284,7591,7443,8224,7483,8694,9356,9612,10570,10429,10974,227,2025-11-26T14:04:35.272-06:00
191990,158106,135295,151942,158328,167513,176251,209253,210116,243478,245859,221480,58555,43300,33006,34247,43741,43932,39847,53585,51116,65436,64501,67077,8489,6285,7591,7443,8222,7471,8702,9361,9602,10573,10423,10977,227,2025-11-26T14:04:35.272-06:00
191960,158141,135259,151883,158355,167439,176272,209252,209887,243267,245777,221307,58569,43313,32996,34227,43716,43951,39847,53581,51085,65380,64320,67108,8495,6280,7589,7438,8221,7481,8705,9348,9612,10571,10413,10972,228,2025-11-26T14:04:35.366-06:00
191888,158086,135426,151944,158060,166692,175587,208828,209961,243338,245909,221400,58582,43337,33062,34282,43648,43576,39662,53356,51046,65450,64567,67135,8478,6286,7617,7465,8206,7430,8667,9330,9617,10581,10440,10976,228,2025-11-26T14:04:35.366-06:00
192246,158118,136252,152521,158135,166333,174734,208573,210148,243514,246063,221556,58686,43446,33452,34418,43601,43456,39221,53199,51070,65498,64625,67187,8521,6312,7689,7485,8218,7411,8619,9307,9585,10579,10444,10986,229,2025-11-26T14:04:35.420-06:00
192291,158015,136308,152424,158148,166340,174650,208415,210166,243568,245974,221580,58712,43456,33432,34438,43638,43388,39077,53163,51049,65499,64628,67147,8507,6317,7673,7505,8229,7403,8614,9310,9614,10580,10451,10978,229,2025-11-26T14:04:35.420-06:00
192217,157970,136301,152386,158110,166254,174602,208423,210093,243479,245935,221563,58683,43429,33434,34442,43630,43354,39042,53134,51055,65450,64573,67136,8508,6307,7685,7510,8228,7402,8607,9295,9615,10572,10449,10990,230,2025-11-26T14:04:35.452-06:00
192200,157928,136343,152384,158180,166285,174582,208411,210161,243524,246032,221568,58689,43435,33437,34449,43648,43367,39017,53135,51090,65518,64654,67184,8517,6306,7680,7507,8226,7403,8605,9300,9622,10587,10449,10978,230,2025-11-26T14:04:35.452-06:00
192290,157985,136359,152436,158189,166333,174576,208488,210176,243574,246014,221572,58698,43463,33467,34456,43647,43368,39043,53162,51076,65490,64631,67175,8521,6314,7685,7493,8226,7405,8606,9295,9606,10582,10441,10977,231,2025-11-26T14:04:35.542-06:00
192233,157926,136347,152337,158091,166267,174580,208419,210175,243539,246093,221630,58700,43433,33439,34434,43632,43347,39012,53121,51052,65479,64650,67180,8513,6309,7679,7501,8222,7404,8597,9291,9605,10570,10433,11002,231,2025-11-26T14:04:35.542-06:00
