660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
362155,294038,240116,235871,169317,163987,181973,207213,183509,212403,250227,220300,94503,75439,60126,56208,51050,51466,50300,59330,44937,53456,65859,74790,17705,13076,12297,10637,8242,6668,8393,9055,8828,9511,10253,11723,206,2025-11-26T14:34:18.192-06:00
362231,294093,240125,235928,169357,164013,181961,207196,183476,212381,250183,220248,94516,75450,60133,56190,51049,51477,50289,59314,44942,53440,65854,74793,17714,13073,12306,10634,8240,6682,8395,9049,8835,9512,10270,11721,206,2025-11-26T14:34:18.192-06:00
362258,294073,240148,235970,169393,164088,182033,207159,183480,212398,250175,220263,94571,75472,60123,56211,51069,51493,50308,59305,44906,53447,65844,74785,17706,13074,12290,10632,8246,6675,8394,9065,8824,9516,10263,11714,207,2025-11-26T14:34:18.231-06:00
362114,293972,240154,235909,169496,164178,182073,207022,183004,211882,249904,220239,94491,75394,60079,56235,51107,51563,50178,59344,44657,53165,65690,74706,17700,13067,12284,10643,8261,6679,8388,9060,8799,9473,10248,11711,207,2025-11-26T14:34:18.231-06:00
362242,294254,240624,236215,169572,164633,182358,206893,181995,210651,249577,220251,94525,75442,60168,56291,51272,51913,50347,59017,44088,52710,65624,74716,17710,13075,12309,10663,8303,6755,8423,9050,8752,9408,10230,11712,208,2025-11-26T14:34:18.315-06:00
362203,294252,240878,236292,169316,164527,182672,206776,181793,210581,249508,220216,94556,75441,60221,56312,51238,51933,50387,58945,44225,52620,65499,74666,17728,13084,12317,10655,8298,6785,8446,9060,8765,9396,10218,11703,208,2025-11-26T14:34:18.315-06:00
362207,294314,240950,236318,169289,164567,182652,206767,181710,210478,249487,220224,94535,75443,60243,56316,51246,51958,50408,58942,44194,52577,65476,74649,17712,13076,12331,10666,8306,6767,8452,9050,8770,9412,10203,11703,209,2025-11-26T14:34:18.376-06:00
362226,294345,240890,236358,169309,164582,182677,206806,181663,210471,249495,220210,94532,75463,60242,56316,51250,51945,50404,58935,44166,52546,65477,74637,17710,13095,12330,10670,8292,6770,8448,9054,8782,9406,10206,11688,209,2025-11-26T14:34:18.376-06:00
362251,294381,240945,236336,169309,164575,182662,206771,181694,210428,249597,220244,94535,75477,60264,56305,51261,51949,50412,58950,44181,52573,65498,74687,17730,13070,12326,10671,8311,6769,8451,9062,8767,9411,10219,11692,210,2025-11-26T14:34:18.440-06:00
362323,294449,241002,236405,169282,164566,182734,206774,181660,210453,249517,220176,94566,75488,60261,56324,51245,51952,50425,58952,44163,52548,65471,74644,17717,13094,12327,10685,8300,6765,8456,9061,8775,9405,10218,11703,210,2025-11-26T14:34:18.440-06:00
362288,294418,240908,236254,169303,164538,182677,206755,181728,210390,249734,220238,94555,75464,60225,56295,51244,51966,50413,58945,44145,52614,65464,74778,17726,13089,12328,10665,8296,6774,8454,9045,8775,9418,10215,11708,211,2025-11-26T14:34:18.526-06:00
362277,294324,240781,236207,169077,164046,182637,206755,182760,211516,249920,220207,94610,75450,60243,56285,51085,51702,50300,58964,44590,53082,65734,74736,17730,13076,12311,10658,8266,6728,8434,9052,8802,9473,10247,11706,211,2025-11-26T14:34:18.526-06:00
362285,294317,240451,236031,169332,164007,182078,206912,182996,211811,249914,220197,94597,75434,60209,56217,51091,51534,50314,59040,44703,53191,65698,74718,17726,13078,12318,10658,8247,6689,8407,9044,8809,9482,10245,11696,212,2025-11-26T14:34:18.557-06:00
362159,294195,240426,236094,169367,164064,182110,207000,182938,211783,249831,220151,94580,75449,60165,56224,51110,51574,50295,59148,44705,53180,65684,74710,17728,13076,12301,10633,8248,6713,8398,9048,8806,9495,10244,11707,212,2025-11-26T14:34:18.557-06:00
362157,294213,240464,236096,169382,164107,182081,207041,182976,211821,249907,220189,94589,75441,60174,56237,51105,51596,50293,59146,44711,53194,65706,74713,17708,13068,12317,10647,8266,6692,8398,9054,8819,9473,10250,11710,213,2025-11-26T14:34:18.679-06:00
362310,294336,240582,236151,169400,164134,182170,207031,182972,211828,249871,220146,94622,75474,60205,56257,51118,51608,50312,59168,44714,53183,65696,74701,17704,13085,12318,10650,8266,6696,8402,9051,8812,9480,10238,11695,213,2025-11-26T14:34:18.679-06:00
362296,294323,240473,236070,169371,164132,182147,207035,182913,211717,249820,220159,94618,75449,60175,56247,51106,51578,50295,59155,44687,53147,65669,74683,17717,13084,12318,10646,8260,6717,8416,9055,8811,9469,10235,11711,214,2025-11-26T14:34:18.712-06:00
362251,294319,240540,236105,169424,164111,182174,207026,182889,211743,249903,220226,94605,75448,60183,56250,51105,51608,50320,59178,44686,53164,65679,74702,17729,13084,12314,10648,8257,6701,8412,9044,8805,9480,10239,11706,214,2025-11-26T14:34:18.712-06:00
362235,294227,240574,236101,169495,164271,182122,206841,182481,211325,249694,220177,94609,75422,60161,56252,51138,51644,50245,59162,44452,52922,65572,74688,17711,13081,12316,10653,8242,6704,8402,9055,8790,9448,10241,11702,215,2025-11-26T14:34:18.822-06:00
362215,294402,240959,236434,169622,164772,182542,206742,181368,210134,249351,220212,94595,75435,60224,56330,51335,52037,50349,58948,44029,52386,65387,74622,17715,13081,12322,10683,8316,6781,8446,9040,8757,9386,10209,11697,215,2025-11-26T14:34:18.822-06:00
362327,294635,241408,236652,169298,165151,183182,206707,180436,209167,249411,220485,94592,75496,60324,56416,51438,52385,50531,58839,43560,51876,65339,74731,17714,13099,12343,10696,8351,6863,8491,9064,8712,9310,10195,11700,216,2025-11-26T14:34:18.827-06:00
362362,294781,241894,236755,168658,165176,183625,206705,180385,209141,249400,220393,94612,75515,60414,56452,51351,52513,50716,58863,43554,51873,65316,74683,17719,13139,12366,10692,8344,6865,8531,9099,8711,9319,10197,11707,216,2025-11-26T14:34:18.827-06:00
362372,294812,241848,236687,168417,165049,183599,206689,180380,209114,249330,220351,94611,75520,60415,56441,51291,52441,50637,58792,43541,51872,65321,74678,17735,13106,12356,10703,8337,6865,8527,9080,8721,9319,10206,11711,217,2025-11-26T14:34:18.883-06:00
362376,294841,241900,236692,168379,165073,183543,206684,180426,209212,249375,220378,94647,75527,60432,56433,51272,52468,50621,58804,43573,51887,65348,74683,17718,13100,12372,10709,8340,6860,8525,9087,8720,9323,10200,11696,217,2025-11-26T14:34:18.883-06:00
362471,294844,241982,236686,168343,165055,183550,206685,180445,209219,249371,220393,94647,75549,60428,56456,51243,52435,50618,58791,43592,51896,65355,74717,17718,13105,12366,10708,8327,6860,8522,9082,8730,9336,10196,11704,218,2025-11-26T14:34:18.985-06:00
362425,294897,242021,236718,168331,165042,183554,206745,180454,209194,249389,220376,94659,75533,60434,56457,51244,52434,50647,58826,43594,51908,65332,74698,17737,13115,12370,10709,8327,6862,8532,9087,8729,9340,10196,11691,218,2025-11-26T14:34:18.985-06:00
362429,294860,242003,236683,168269,164980,183528,206673,180442,209207,249363,220244,94656,75533,60440,56446,51214,52423,50615,58806,43579,51904,65304,74680,17722,13114,12361,10701,8326,6863,8535,9075,8723,9335,10203,11695,219,2025-11-26T14:34:19.123-06:00
362354,294871,242001,236691,168166,164772,183563,206845,180906,209600,249312,220243,94683,75581,60435,56404,51177,52370,50658,58836,43728,52076,65335,74608,17738,13109,12369,10693,8328,6864,8523,9076,8751,9353,10203,11707,219,2025-11-26T14:34:19.123-06:00
362329,294772,241685,236371,167987,163880,182920,206747,181846,210564,249445,220083,94674,75532,60385,56353,50940,51855,50484,58891,44215,52620,65486,74602,17726,13105,12361,10698,8244,6763,8480,9057,8788,9419,10220,11681,220,2025-11-26T14:34:19.125-06:00
362346,294606,241071,236123,168725,163633,182323,206844,183011,211808,250001,220138,94671,75505,60278,56255,50950,51509,50343,58990,44724,53194,65743,74702,17729,13105,12340,10645,8237,6698,8434,9048,8821,9497,10252,11711,220,2025-11-26T14:34:19.125-06:00
362224,294377,240334,235926,169164,163762,181844,207167,183388,212252,250185,220192,94723,75407,60170,56168,51011,51385,50234,59242,44875,53362,65816,74767,17741,13079,12311,10628,8232,6656,8388,9057,8828,9499,10270,11710,221,2025-11-26T14:34:19.191-06:00
362263,294372,240302,235987,169306,163915,181961,207168,183465,212309,250108,220125,94718,75479,60140,56199,51013,51413,50273,59292,44929,53425,65799,74737,17726,13085,12314,10645,8226,6668,8399,9053,8839,9520,10266,11717,221,2025-11-26T14:34:19.191-06:00
362275,294408,240248,235990,169379,163912,181987,207187,183411,212235,250104,220165,94717,75450,60132,56221,51018,51431,50282,59278,44878,53392,65779,74713,17717,13083,12307,10638,8242,6669,8391,9063,8826,9496,10261,11711,222,2025-11-26T14:34:19.222-06:00
362259,294380,240303,236064,169426,163968,181943,207131,183410,212235,250031,220126,94740,75441,60142,56226,51057,51451,50269,59265,44868,53391,65775,74733,17711,13078,12324,10638,8241,6671,8388,9059,8836,9509,10261,11722,222,2025-11-26T14:34:19.222-06:00
362307,294437,240286,236072,169417,163979,181959,207116,183387,212220,250083,220137,94734,75467,60160,56222,51067,51449,50266,59237,44879,53386,65782,74705,17715,13093,12312,10642,8242,6666,8395,9046,8821,9499,10266,11717,223,2025-11-26T14:34:19.275-06:00
362389,294463,240339,236074,169486,164043,181950,207093,183355,212205,250057,220097,94744,75469,60139,56243,51065,51481,50260,59270,44857,53380,65759,74709,17736,13086,12308,10653,8244,6674,8395,9055,8827,9493,10253,11718,223,2025-11-26T14:34:19.275-06:00
362432,294331,240149,235839,169598,164152,181976,207120,183142,211939,249793,220073,94701,75497,60091,56172,50980,51523,50265,59241,44675,53269,65610,74593,17733,13110,12289,10646,8234,6704,8395,9054,8821,9481,10233,11721,224,2025-11-26T14:34:19.426-06:00
362358,294576,240780,236307,169707,164613,182303,206939,181803,210606,249420,220022,94747,75428,60152,56279,51244,51857,50309,59107,44210,52608,65288,74586,17726,13075,12305,10668,8297,6747,8414,9064,8758,9411,10201,11695,224,2025-11-26T14:34:19.426-06:00
362421,294718,240994,236433,169436,164520,182569,206664,181738,210469,249392,220093,94732,75461,60252,56339,51234,51906,50338,58843,44143,52585,65430,74633,17717,13100,12325,10665,8295,6762,8420,9043,8770,9401,10219,11706,225,2025-11-26T14:34:19.426-06:00
362450,294749,241124,236511,169397,164522,182643,206713,181650,210415,249375,220079,94758,75486,60255,56349,51249,51919,50396,58902,44142,52518,65411,74572,17727,13102,12328,10676,8293,6765,8453,9053,8773,9403,10228,11668,225,2025-11-26T14:34:19.426-06:00
