time_center_iso,t_center_s,loc,R_660_940
2025-10-09T13:02:35.504,1.48,loc_1,0.9852808156150861
2025-10-09T13:02:35.504,1.48,loc_11,0.6292963224681538
2025-10-09T13:02:37.900,4.48,loc_1,0.9227725879444807
2025-10-09T13:02:37.900,4.48,loc_11,0.612218065106623
2025-10-09T13:02:40.395,7.48,loc_1,0.9983578719842784
2025-10-09T13:02:40.395,7.48,loc_11,0.6632549142635846
2025-10-09T13:02:43.004,10.48,loc_1,0.839956418911127
2025-10-09T13:02:43.004,10.48,loc_11,0.6167402364892939
2025-10-09T13:02:45.497,13.48,loc_1,0.9599027850508663
2025-10-09T13:02:45.497,13.48,loc_11,0.6485795414078758
2025-10-09T13:02:48.074,16.48,loc_1,0.9821296581923762
2025-10-09T13:02:48.074,16.48,loc_11,0.6287996883302873
2025-10-09T13:02:50.622,19.48,loc_1,0.9835700771949532
2025-10-09T13:02:50.622,19.48,loc_11,0.6323526833183073
2025-10-09T13:02:53.176,22.48,loc_1,0.9017702511759279
2025-10-09T13:02:53.176,22.48,loc_11,0.6145909905483111
2025-10-09T13:02:55.727,25.48,loc_1,0.9608271482509575
2025-10-09T13:02:55.727,25.48,loc_11,0.6491782379452982
2025-10-09T13:02:58.275,28.48,loc_1,0.9259044546985031
2025-10-09T13:02:58.275,28.48,loc_11,0.6700546316118368
2025-10-09T13:03:00.797,31.48,loc_1,0.919473975707393
2025-10-09T13:03:00.797,31.48,loc_11,0.6194740079463111
2025-10-09T13:03:03.407,34.48,loc_1,0.9056656538858577
2025-10-09T13:03:03.407,34.48,loc_11,0.6527542523753358
2025-10-09T13:03:05.956,37.48,loc_1,0.8812007355015951
2025-10-09T13:03:05.956,37.48,loc_11,0.6427513621006987
2025-10-09T13:03:08.501,40.48,loc_1,0.9322072835903041
2025-10-09T13:03:08.501,40.48,loc_11,0.6313726116860818
2025-10-09T13:03:10.994,43.48,loc_1,0.9018783518513311
2025-10-09T13:03:10.994,43.48,loc_11,0.6401845850031526
2025-10-09T13:03:13.546,46.48,loc_1,0.9419346672172079
2025-10-09T13:03:13.546,46.48,loc_11,0.6381975677949412
2025-10-09T13:03:16.066,49.48,loc_1,0.9200336076031037
2025-10-09T13:03:16.066,49.48,loc_11,0.6601437575037441
2025-10-09T13:03:18.645,52.48,loc_1,0.9717316936772281
2025-10-09T13:03:18.645,52.48,loc_11,0.6486879653629736
2025-10-09T13:03:21.135,55.48,loc_1,0.8882526116272412
2025-10-09T13:03:21.135,55.48,loc_11,0.6509726688031268
2025-10-09T13:03:23.716,58.48,loc_1,0.9088237538441772
2025-10-09T13:03:23.716,58.48,loc_11,0.6561775227690139
2025-10-09T13:03:26.210,61.48,loc_1,0.9082596241760409
2025-10-09T13:03:26.210,61.48,loc_11,0.6593668757925011
2025-10-09T13:03:28.786,64.48,loc_1,0.973079825290237
2025-10-09T13:03:28.786,64.48,loc_11,0.7107847276051594
2025-10-09T13:03:31.305,67.48,loc_1,0.9108477261605187
2025-10-09T13:03:31.305,67.48,loc_11,0.6473162724463944
2025-10-09T13:03:33.855,70.48,loc_1,0.9390172340402778
2025-10-09T13:03:33.855,70.48,loc_11,0.6600208923220513
2025-10-09T13:03:36.376,73.48,loc_1,1.0041638599289127
2025-10-09T13:03:36.376,73.48,loc_11,0.6388999236417213
2025-10-09T13:03:38.980,76.48,loc_1,1.0419948667433663
2025-10-09T13:03:38.980,76.48,loc_11,0.6563000964447471
2025-10-09T13:03:41.472,79.48,loc_1,0.9150881066038739
2025-10-09T13:03:41.472,79.48,loc_11,0.5978120324420089
2025-10-09T13:03:44.027,82.48,loc_1,1.0569440659001397
2025-10-09T13:03:44.027,82.48,loc_11,0.5894236576007972
2025-10-09T13:03:46.540,85.48,loc_1,1.0686139373304293
2025-10-09T13:03:46.540,85.48,loc_11,0.6315761892661366
2025-10-09T13:03:49.097,88.48,loc_1,1.0807094047115464
2025-10-09T13:03:49.097,88.48,loc_11,0.6844918300344298
2025-10-09T13:03:51.615,91.48,loc_1,1.1849869333972753
2025-10-09T13:03:51.615,91.48,loc_11,0.695821128069459
2025-10-09T13:03:54.165,94.48,loc_1,1.070927700325575
2025-10-09T13:03:54.165,94.48,loc_11,0.6873842261411759
2025-10-09T13:03:56.690,97.48,loc_1,1.0537056524888426
2025-10-09T13:03:56.690,97.48,loc_11,0.6381918507102797
2025-10-09T13:03:59.264,100.48,loc_1,1.0845750946529902
2025-10-09T13:03:59.264,100.48,loc_11,0.6910455162166147
2025-10-09T13:04:01.756,103.48,loc_1,1.043479554270978
2025-10-09T13:04:01.756,103.48,loc_11,0.671000163550695
2025-10-09T13:04:04.336,106.48,loc_1,1.01314308551758
2025-10-09T13:04:04.336,106.48,loc_11,0.6852391337780409
2025-10-09T13:04:06.825,109.48,loc_1,1.0811533422637767
2025-10-09T13:04:06.825,109.48,loc_11,0.6542963429460666
2025-10-09T13:04:09.434,112.48,loc_1,1.1291986922825956
2025-10-09T13:04:09.434,112.48,loc_11,0.6897332920630884
2025-10-09T13:04:11.897,115.48,loc_1,1.0913799646742135
2025-10-09T13:04:11.897,115.48,loc_11,0.6691742551859836
2025-10-09T13:04:14.474,118.48,loc_1,1.1283457247934374
2025-10-09T13:04:14.474,118.48,loc_11,0.6541426590760907
2025-10-09T13:04:16.937,121.48,loc_1,1.149884762368838
2025-10-09T13:04:16.937,121.48,loc_11,0.6677895917791279
2025-10-09T13:04:19.514,124.48,loc_1,1.0955580754503487
2025-10-09T13:04:19.514,124.48,loc_11,0.640272725573734
2025-10-09T13:04:22.031,127.48,loc_1,1.2260715344239597
2025-10-09T13:04:22.031,127.48,loc_11,0.6685067651552011
2025-10-09T13:04:24.557,130.48,loc_1,1.0272363763426027
