t_center_s,R_art,R_vein,rho_hat,Sa_est,Sv_est,Sa_pct,Sv_pct
1.48,1.1741083975781426,2.3408364270957933,3.7256093406320225,0.9794900073454332,0.8629673935168855,97.94900073454332,86.29673935168854
2.48,1.1692603751737034,2.1547803252162505,3.716930472963903,0.9797127691960927,0.880270565491399,97.97127691960927,88.0270565491399
3.48,1.1638127529793771,2.2518620651648344,3.7256093406320225,0.9805733367337802,0.8714380143764962,98.05733367337803,87.14380143764961
4.48,1.149547181323077,2.233255626766239,3.7256093406320225,0.9820760694822658,0.8732176738323056,98.20760694822658,87.32176738323056
5.48,1.1967016174319114,2.2982241284397182,3.8130452536642565,0.98,0.8720438955663251,98.0,87.2043895566325
6.48,1.2046122593154658,2.425359291689545,3.8130452536642565,0.9791870207641049,0.8602293035816445,97.9187020764105,86.02293035816444
7.48,1.1995979814780273,2.2804045127010073,3.8130452536642565,0.9797022733692312,0.8737100440182689,97.97022733692312,87.3710044018269
8.48,1.1677823159551999,2.561877848241677,3.757172813095151,0.9811883705484659,0.8442072878054513,98.11883705484658,84.42072878054513
9.48,1.1555778938421377,2.450310271932663,3.757172813095151,0.982463734568888,0.8545696676136397,98.2463734568888,85.45696676136397
10.48,1.1791663836356003,2.3543702140818428,3.757172813095151,0.98,0.8635598046539176,98.0,86.35598046539175
11.48,1.197101113415438,1.9757239235787278,3.8042747147378617,0.9796752445549076,0.9021553994031988,97.96752445549076,90.21553994031987
12.48,1.1939490358545277,2.1911631671633707,3.8042747147378617,0.98,0.8816160385623956,98.0,88.16160385623955
13.48,1.2010465747972174,2.472863455747432,3.8042747147378617,0.9792688760973342,0.8553224856972019,97.92688760973341,85.5322485697202
14.48,1.151045485224324,2.4148943409192287,3.667571314564551,0.9799999999999998,0.8523711832333835,97.99999999999997,85.23711832333835
15.48,1.1424691504718478,2.2499547262991357,3.667571314564551,0.980917038980457,0.8682222425536712,98.09170389804571,86.82222425536712
16.48,1.1501233719764834,2.3831043838623533,3.667571314564551,0.9800985636162652,0.8554084764282384,98.00985636162652,85.54084764282383
17.48,1.178760060988482,2.3196561354188208,3.7222112294485608,0.9788877568558723,0.8647767240917309,97.88877568558722,86.4776724091731
18.48,1.1794841151444153,2.4423591375698885,3.7558781489796504,0.979924432025153,0.8552333185673477,97.9924432025153,85.52333185673477
19.48,1.168193898151026,2.439744849994479,3.7581851996449633,0.9811782509358918,0.8556174901622301,98.11782509358919,85.561749016223
20.48,1.182136841373618,2.8877132388902416,3.7666375699018353,0.98,0.8151511042491129,98.0,81.51511042491128
21.48,1.2045594343746429,2.4774330410153182,3.8095371785951855,0.9790784960803234,0.8552166771139228,97.90784960803234,85.52166771139228
22.48,1.2401774142749236,2.5079088583351665,3.8095371785951855,0.9754220799383629,0.852413639995141,97.5422079938363,85.24136399951409
23.48,1.1956006288965155,2.413617038915362,3.8095371785951855,0.98,0.8611095686654024,98.0,86.11095686654025
24.48,1.1613285984829829,2.345950494033575,3.7003363544313514,0.98,0.8609646806887934,98.0,86.09646806887935
25.48,1.1606309077792214,2.19381482844598,3.698113305521121,0.98,0.8754339599769568,98.0,87.54339599769568
26.48,1.1535676825581505,2.2112941872853433,3.698113305521121,0.9807489553379161,0.8737462136420517,98.0748955337916,87.37462136420517
27.48,1.1570516025064708,2.286430199255406,3.698113305521121,0.9803794741714437,0.8665206334632651,98.03794741714437,86.65206334632651
28.48,1.1814960936280565,2.754315735805031,3.7119877187965713,0.9782576869665057,0.8235176838747967,97.82576869665057,82.35176838747968
29.48,1.1649853100228598,2.74167836578027,3.757193738812784,0.9814812117817542,0.8277139433139605,98.14812117817542,82.77139433139605
30.48,1.1865869769237762,2.515613291452981,3.7645959580961685,0.9794700100562215,0.8489528295780764,97.94700100562214,84.89528295780764
31.48,1.1791729510478577,2.3431167810335483,3.757193738812784,0.9799999999999999,0.8646203916575973,97.99999999999999,86.46203916575973
32.48,1.1819176122309023,2.374791713641585,3.757193738812784,0.9797136720220951,0.8616412471884288,97.9713672022095,86.16412471884288
33.48,1.1678615003548767,2.4398874494333183,3.7261661419816394,0.9801655625735867,0.8536480064768246,98.01655625735867,85.36480064768246
34.48,1.1694351239719336,2.354155616528646,3.7211521117700403,0.9798342380961176,0.8614378844417712,97.98342380961176,86.14378844417712
35.48,1.1550760772114057,2.3527564264921863,3.6804139726022163,0.9800000000000001,0.8591037410335475,98.00000000000001,85.91037410335474
36.48,1.1322040261640687,2.373722349290991,3.6804139726022163,0.9824387017792455,0.8570998930769946,98.24387017792455,85.70998930769946
37.48,1.124508381394018,2.4934931051924623,3.6804139726022163,0.9832603966610814,0.8457225381572226,98.32603966610814,84.57225381572226
38.48,1.1569182019537452,2.5017906387649846,3.607536854014569,0.9773175994161747,0.8401766464861773,97.73175994161747,84.01766464861772
39.48,1.1573405971099,2.6362166064736687,3.630017880861565,0.9780490761572848,0.8289075650998529,97.80490761572848,82.89075650998528
40.48,1.1187506914764784,2.588048105588212,3.659009976813383,0.9831763781552477,0.8354056409751353,98.31763781552478,83.54056409751352
41.48,1.1392595629855835,2.619360021294798,3.630017880861565,0.9800000000000001,0.8304989396337158,98.00000000000001,83.04989396337157
42.48,1.1483585601939015,2.6887038359898296,3.5983318567066243,0.9779272461382861,0.8217463411797319,97.79272461382861,82.17463411797318
43.48,1.1293150924027167,2.384647634960615,3.6220439785444283,0.9808057018327959,0.8523972153477691,98.08057018327959,85.23972153477692
44.48,1.0961530905627999,2.4370819515730973,3.6220439785444283,0.9844028388115756,0.8473431806291425,98.44028388115757,84.73431806291426
45.48,1.1367570010789312,2.2017842951751625,3.6220439785444283,0.9800000000000001,0.8702079462807734,98.00000000000001,87.02079462807734
46.48,1.1380351950722176,2.2699067066696332,3.6261166826073024,0.98,0.8637878955713679,98.0,86.3787895571368
47.48,1.1391731308428426,2.2627413255034705,3.629742482494218,0.9800000000000001,0.8647073953531821,98.00000000000001,86.4707395353182
48.48,1.1623647525431746,2.480004666540278,3.645109203016107,0.978026244447754,0.8447277576867274,97.8026244447754,84.47277576867273
49.48,1.1688333443820726,2.389022924883991,3.6572047284559477,0.9777468332538874,0.854194992751474,97.77468332538875,85.4194992751474
