time_center_iso,t_center_s,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12
2025-10-20T12:34:19.470,1.48,0.9082766805827738,1.3589820611875247,3.058175215656886,2.3408364270957933,2.2730182423518692,2.278648424979111,3.7121120493264965,1.8483039261556307,1.1741083975781426,1.3361988143764167,1.5347621757668195,1.7141902169933818
2025-10-20T12:34:20.339,2.48,1.0240447560468635,1.927107611969657,3.340036253447148,2.1547803252162505,2.0455923055822085,1.2078480851468358,5.568716939063675,1.803501581164999,1.1692603751737034,1.3380458079503235,1.5123218728472174,1.688843292763735
2025-10-20T12:34:21.124,3.48,1.0367077589958258,2.105790808683981,3.042793294358571,2.2518620651648344,1.9850627368157616,1.010332500323942,6.564936197791819,1.8511402833705741,1.1638127529793771,1.3335878445454026,1.461270431553714,1.6844058887049054
2025-10-20T12:34:21.968,4.48,1.33019490626208,2.154945835801151,3.080145569143159,2.233255626766239,2.008582754361128,0.9961407923527121,8.719323886587675,1.8587955534383391,1.149547181323077,1.3030149901195418,1.3719789780264686,1.6869372173722799
2025-10-20T12:34:22.777,5.48,1.4943171008696658,1.8552315154389778,3.1633930485642168,2.2982241284397182,2.0700939642851197,1.3713285454816388,6.5311498621676565,1.8764211936672308,1.1967016174319114,1.2652225938256014,1.3813224403846984,1.6275789177745021
2025-10-20T12:34:23.699,6.48,1.1153800598415662,1.6201031435724742,3.1605449216924812,2.425359291689545,2.301107204531971,2.1146228018726156,5.439397902335967,1.962244141669599,1.2046122593154658,1.2658112797570407,1.418345978177964,1.630237451256656
2025-10-20T12:34:24.424,7.48,1.2213439758402447,1.5542600283008485,2.523585445132488,2.2804045127010073,2.236367205994304,1.836941446637808,4.441729437513384,1.9026912276871537,1.1995979814780273,1.3081877484959712,1.3952306680579374,1.6397826519704428
2025-10-20T12:34:25.326,8.48,2.0212751199285175,1.9521389939692726,2.9777814457896223,2.561877848241677,1.9514603993208224,1.2951600526185734,4.6482720654494925,1.8899185411082935,1.1677823159551999,1.3503460879415319,1.367445018441015,1.6531498551286068
2025-10-20T12:34:26.039,9.48,1.8159197870461925,2.0426920832162017,2.9173881105530692,2.450310271932663,1.9264438192501834,1.2567927276474782,4.533466239311178,1.9178951801286783,1.1555778938421377,1.3044453048229159,1.445746797373689,1.6840017509795087
2025-10-20T12:34:26.912,10.48,1.5048451895771018,1.8678717090668724,2.5788292919225784,2.3543702140818428,1.9739323687287502,1.3354630207332874,4.171835563590683,1.854761514870665,1.1791663836356003,1.3099423627147158,1.5172604903973752,1.68671359961856
2025-10-20T12:34:27.689,11.48,1.2292139114397902,1.9282117609330716,3.0480079805811706,1.9757239235787278,1.9170497748977848,1.4219254055546775,3.882974224841199,1.8849815416121254,1.197101113415438,1.2860110316767224,1.5164123003704142,1.5914986859005273
2025-10-20T12:34:28.529,12.48,1.3649356803714245,1.9725369590014492,3.340902107992532,2.1911631671633707,1.8928197788345797,1.4136073304180898,4.132094444648997,1.859520495735034,1.1939490358545277,1.3035289910502292,1.5317981613385585,1.6109109975566764
2025-10-20T12:34:29.312,13.48,1.7651207858176434,2.124269058574264,2.8803452524521673,2.472863455747432,1.9388020921015205,1.5614272468941024,4.072109022793235,1.8732088433748935,1.2010465747972174,1.2408051911696134,1.51658023420115,1.727942445335836
2025-10-20T12:34:30.179,14.48,1.9003694186299842,2.227902590980151,2.736760552594156,2.4148943409192287,1.9938427395463172,1.3455968153731577,4.142273357257778,1.8823139560836082,1.151045485224324,1.2346581175992597,1.5070613330550229,1.7032527959435038
2025-10-20T12:34:30.960,15.48,2.2668158439170147,2.4118796382621133,2.7386247687639584,2.2499547262991357,1.9795861043839083,1.2459463571415905,4.23209659737296,1.8620409386448065,1.1424691504718478,1.2347436491068557,1.5102601796095152,1.668214607088736
2025-10-20T12:34:31.890,16.48,2.0862463595230465,2.2248884507797966,2.8709186349079086,2.3831043838623533,1.9339461904739887,1.0142606849486924,4.064717540151619,1.898701355082726,1.1501233719764834,1.2574211382468474,1.4392094647682465,1.591018643712146
2025-10-20T12:34:32.610,17.48,1.8238479956769262,1.871882066362288,2.6488818299070047,2.3196561354188208,1.803155790952478,1.4134829007623386,5.573004598446436,1.9414544259241953,1.178760060988482,1.2895599438961534,1.5635737991663037,1.6703630621954075
2025-10-20T12:34:33.453,18.48,1.592701780708818,1.8620221354339404,2.5550598479531432,2.4423591375698885,1.8634022289199785,1.570070449900674,5.171546054240852,1.9308131402895876,1.1794841151444153,1.3443500323774435,1.582441587676782,1.6542895100102823
