660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
53607,57880,51600,54236,55275,55274,58097,59897,59173,54816,53359,55673,123786,137648,121027,150910,139558,142696,130312,151443,138098,126348,103700,121540,50966,57263,52975,59860,57508,57149,54811,56560,59961,56138,47390,49915,244,2025-10-20T12:30:35.978-05:00
53615,57882,51609,54246,55268,55271,58097,59891,59184,54812,53345,55672,123779,137606,121056,150892,139560,142638,130271,151450,138076,126304,103654,121509,50966,57263,52977,59871,57510,57126,54809,56561,59962,56135,47374,49903,244,2025-10-20T12:30:35.978-05:00
53618,57887,51620,54248,55274,55277,58098,59883,59174,54792,53338,55638,123743,137586,121036,150877,139543,142644,130242,151439,138053,126276,103628,121457,50965,57260,52992,59879,57518,57127,54798,56558,59952,56121,47372,49898,245,2025-10-20T12:30:36.102-05:00
53626,57909,51613,54254,55279,55282,58093,59884,59170,54799,53367,55682,123731,137600,121029,150879,139502,142605,130228,151412,138039,126279,103689,121560,50968,57263,52984,59872,57511,57151,54799,56561,59934,56114,47379,49919,245,2025-10-20T12:30:36.102-05:00
53650,57914,51644,54264,55286,55298,58103,59898,59190,54804,53359,55675,123695,137607,121002,150888,139529,142574,130275,151455,138055,126285,103663,121545,50979,57270,52977,59870,57521,57148,54813,56580,59960,56130,47371,49915,246,2025-10-20T12:30:36.102-05:00
53645,57917,51643,54257,55291,55291,58109,59891,59195,54801,53371,55680,123697,137572,121031,150871,139495,142562,130276,151465,138075,126297,103675,121533,50990,57263,53003,59879,57513,57152,54828,56583,59951,56137,47387,49922,246,2025-10-20T12:30:36.102-05:00
53649,57938,51661,54269,55289,55294,58105,59912,59205,54809,53377,55673,123680,137569,121000,150867,139517,142543,130269,151438,138048,126315,103701,121548,50993,57283,53009,59890,57520,57158,54834,56571,59968,56136,47400,49923,247,2025-10-20T12:30:36.187-05:00
53637,57911,51656,54273,55326,55409,58129,59929,59217,54820,53483,55735,123678,137535,120958,150846,139509,142595,130372,151477,138079,126291,103909,121701,50989,57278,52991,59878,57540,57240,54852,56604,59990,56168,47540,50022,247,2025-10-20T12:30:36.187-05:00
53600,57882,51602,54276,55346,55578,58305,60052,59317,54943,53656,55835,123710,137492,120940,150788,139538,142629,130749,151732,138216,126556,104200,121893,50966,57244,52965,59872,57565,57346,54994,56770,60128,56370,47747,50175,248,2025-10-20T12:30:36.219-05:00
53588,57857,51575,54257,55343,55603,58420,60145,59409,55070,53673,55838,123696,137503,120895,150760,139530,142565,131091,151923,138367,126786,104206,121896,50946,57224,52945,59846,57560,57342,55115,56875,60267,56569,47757,50173,248,2025-10-20T12:30:36.219-05:00
53574,57879,51583,54260,55324,55513,58379,60129,59389,55032,53583,55800,123671,137495,120888,150745,139476,142487,130986,151832,138334,126750,104082,121804,50957,57238,52946,59850,57548,57308,55073,56829,60241,56521,47667,50118,249,2025-10-20T12:30:36.338-05:00
