660 1,660 2,660 3,660 4,660 5,660 6,660 7,660 8,660 9,660 10,660 11,660 12,940 1,940 2,940 3,940 4,940 5,940 6,940 7,940 8,940 9,940 10,940 11,940 12,850 1,850 2,850 3,850 4,850 5,850 6,850 7,850 8,850 9,850 10,850 11,850 12,pkt_counter,timestamp_iso
55904,52217,50464,54171,54060,65230,59226,56664,59362,62719,67396,58710,131635,106928,121816,152856,128102,165987,164546,141545,135957,159513,157874,149122,54039,43389,47906,57506,62866,70949,61723,53721,59208,66312,66826,57904,21,2025-10-20T12:34:18.300-05:00
55901,52215,50444,54157,54053,65234,59243,56664,59333,62716,67377,58695,131650,106942,121830,152886,128095,165969,164578,141582,135938,159503,157861,149108,54071,43397,47908,57501,62870,70957,61733,53745,59202,66285,66821,57900,21,2025-10-20T12:34:18.300-05:00
55916,52203,50433,54173,54061,65234,59230,56657,59355,62717,67363,58668,131670,106971,121829,152861,128117,166026,164588,141583,135914,159492,157792,149137,54113,43407,47904,57514,62885,70972,61753,53751,59196,66283,66812,57891,22,2025-10-20T12:34:18.367-05:00
55916,52219,50435,54157,54067,65253,59236,56660,59327,62697,67377,58701,131718,106961,121834,152878,128137,166044,164615,141595,135923,159487,157894,149127,54147,43411,47900,57536,62882,70981,61776,53718,59178,66270,66805,57898,22,2025-10-20T12:34:18.367-05:00
55912,52208,50454,54150,54043,65231,59253,56681,59344,62710,67448,58782,131705,106978,121841,152880,128090,166011,164617,141602,135943,159508,158030,149263,54164,43407,47912,57530,62867,70957,61765,53747,59209,66279,66925,58001,23,2025-10-20T12:34:18.428-05:00
55887,52183,50412,54124,54026,65211,59304,56800,59500,62830,67600,58944,131693,106950,121819,152830,128092,166005,164590,141728,136189,159783,158251,149480,54139,43377,47879,57477,62821,70900,61751,53846,59349,66498,67105,58188,23,2025-10-20T12:34:18.428-05:00
55843,52143,50387,54087,53999,65207,59354,56938,59660,62988,67640,58989,131624,106937,121821,152840,128071,165979,164601,141901,136519,160079,158293,149568,54070,43343,47847,57443,62777,70875,61731,53933,59575,66747,67176,58243,24,2025-10-20T12:34:18.536-05:00
55850,52143,50373,54105,54006,65198,59350,56938,59682,63019,67591,58926,131659,106943,121824,152865,128098,166005,164609,141892,136587,160098,158244,149521,54065,43340,47843,57432,62776,70875,61708,53938,59594,66772,67104,58187,24,2025-10-20T12:34:18.536-05:00
55889,52181,50393,54115,54016,65210,59318,56887,59598,62936,67539,58890,131700,107017,121852,152872,128112,165985,164609,141813,136431,159932,158186,149451,54091,43370,47864,57444,62815,70895,61707,53886,59513,66647,67047,58135,25,2025-10-20T12:34:18.575-05:00
55907,52205,50429,54137,54030,65217,59308,56831,59531,62875,67526,58874,131755,107082,121919,152907,128134,166033,164616,141725,136278,159834,158176,149438,54104,43405,47887,57469,62802,70922,61713,53855,59423,66567,67003,58112,25,2025-10-20T12:34:18.575-05:00
55928,52235,50430,54140,54052,65220,59301,56820,59500,62853,67531,58903,131785,107127,121930,152939,128158,166070,164618,141729,136242,159821,158180,149478,54122,43426,47894,57478,62828,70920,61733,53844,59406,66529,67015,58117,26,2025-10-20T12:34:18.630-05:00
55937,52245,50468,54151,54046,65235,59286,56809,59509,62849,67525,58862,131849,107142,121977,152964,128185,166079,164615,141745,136261,159820,158176,149503,54135,43426,47915,57497,62841,70934,61744,53856,59399,66539,67000,58103,26,2025-10-20T12:34:18.630-05:00
55940,52238,50451,54160,54056,65221,59305,56809,59473,62832,67468,58859,131850,107196,121995,153009,128192,166101,164662,141744,136215,159776,158154,149494,54161,43445,47924,57505,62850,70944,61754,53853,59378,66499,66954,58096,27,2025-10-20T12:34:18.693-05:00
55937,52242,50437,54144,54060,65235,59304,56804,59479,62835,67489,58871,131888,107197,121998,153012,128230,166113,164666,141744,136225,159778,158194,149517,54188,43433,47928,57504,62863,70947,61771,53859,59374,66492,66994,58098,27,2025-10-20T12:34:18.693-05:00
55930,52206,50431,54139,54047,65233,59307,56814,59483,62848,67469,58857,131921,107186,122012,153037,128191,166117,164706,141752,136228,159836,158192,149497,54212,43442,47913,57506,62849,70960,61771,53853,59392,66507,66969,58089,28,2025-10-20T12:34:18.754-05:00
55931,52200,50398,54147,54056,65256,59318,56809,59484,62840,67452,58835,131934,107217,122013,153045,128219,166177,164717,141756,136226,159808,158113,149514,54239,43442,47909,57518,62864,70977,61781,53867,59388,66482,66940,58055,28,2025-10-20T12:34:18.754-05:00
55926,52197,50411,54134,54063,65260,59332,56803,59497,62832,67429,58795,131962,107171,122040,153043,128209,166173,164726,141759,136221,159831,158111,149444,54266,43430,47922,57518,62882,70989,61775,53866,59371,66474,66901,58016,29,2025-10-20T12:34:18.815-05:00
55945,52203,50402,54149,54082,65255,59331,56791,59450,62798,67382,58760,131986,107194,122055,153078,128228,166173,164724,141733,136153,159736,158075,149412,54275,43435,47916,57521,62894,70998,61782,53851,59329,66420,66856,57985,29,2025-10-20T12:34:18.815-05:00
55927,52207,50404,54150,54074,65290,59349,56793,59424,62756,67367,58724,132006,107206,122030,153065,128235,166146,164756,141712,136147,159695,158025,149346,54297,43439,47908,57534,62909,70998,61798,53849,59326,66381,66825,57942,30,2025-10-20T12:34:18.898-05:00
55947,52201,50406,54165,54090,65291,59353,56788,59426,62758,67363,58722,132011,107216,122033,153073,128260,166182,164756,141696,136112,159680,158051,149379,54308,43433,47915,57537,62918,71011,61800,53860,59311,66349,66822,57926,30,2025-10-20T12:34:18.898-05:00
55958,52207,50431,54170,54087,65307,59359,56791,59432,62764,67364,58715,132017,107221,122041,153111,128280,166226,164752,141734,136107,159677,158078,149390,54312,43454,47920,57522,62909,71028,61803,53871,59306,66345,66834,57899,31,2025-10-20T12:34:18.932-05:00
55954,52217,50438,54168,54100,65297,59360,56804,59439,62759,67348,58686,132011,107221,122055,153117,128276,166184,164748,141718,136125,159700,158050,149367,54316,43436,47928,57545,62925,71030,61825,53875,59316,66346,66814,57886,31,2025-10-20T12:34:18.932-05:00
55952,52207,50417,54167,54106,65311,59403,56825,59421,62751,67356,58693,132049,107222,122069,153112,128278,166217,164756,141723,136153,159706,158052,149329,54330,43440,47916,57557,62926,71035,61813,53886,59324,66366,66802,57873,32,2025-10-20T12:34:19.053-05:00
55967,52221,50417,54167,54112,65314,59389,56823,59452,62773,67343,58674,132023,107250,122060,153122,128278,166220,164759,141733,136133,159731,158065,149320,54335,43457,47924,57566,62934,71044,61814,53897,59340,66374,66798,57868,32,2025-10-20T12:34:19.053-05:00
55974,52221,50428,54189,54109,65306,59395,56824,59433,62748,67349,58669,132017,107240,122068,153111,128290,166244,164801,141721,136101,159716,158063,149351,54337,43441,47935,57561,62935,71049,61828,53885,59335,66361,66784,57858,33,2025-10-20T12:34:19.089-05:00
55955,52214,50427,54186,54112,65322,59404,56828,59443,62758,67336,58671,132034,107230,122055,153169,128293,166251,164754,141723,136097,159732,158042,149325,54344,43448,47940,57569,62967,71061,61839,53894,59332,66341,66773,57865,33,2025-10-20T12:34:19.089-05:00
55982,52230,50422,54191,54134,65325,59412,56831,59442,62752,67346,58671,132042,107251,122072,153154,128327,166274,164777,141691,136096,159696,158082,149336,54349,43451,47932,57572,62965,71076,61843,53898,59326,66340,66791,57886,34,2025-10-20T12:34:19.150-05:00
55999,52240,50444,54200,54132,65338,59397,56817,59434,62757,67336,58681,132055,107266,122090,153172,128332,166250,164749,141715,136086,159735,158089,149375,54363,43459,47949,57581,62984,71071,61872,53900,59323,66348,66804,57885,34,2025-10-20T12:34:19.150-05:00
55988,52244,50468,54214,54144,65332,59377,56796,59434,62756,67338,58673,132004,107269,122104,153189,128328,166286,164777,141692,136064,159703,158125,149357,54340,43465,47969,57581,62991,71075,61861,53877,59325,66349,66807,57882,35,2025-10-20T12:34:19.201-05:00
56017,52271,50480,54219,54150,65327,59370,56793,59427,62761,67354,58684,132043,107307,122134,153218,128344,166294,164757,141635,136065,159736,158112,149361,54350,43483,47959,57600,62985,71100,61847,53887,59323,66346,66823,57885,35,2025-10-20T12:34:19.201-05:00
56031,52285,50493,54226,54157,65338,59369,56792,59417,62758,67347,58665,131999,107321,122158,153237,128346,166289,164767,141638,136047,159741,158116,149318,54352,43495,47982,57599,62992,71104,61868,53889,59329,66356,66814,57878,36,2025-10-20T12:34:19.289-05:00
