time_center_iso,t_center_s,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12
2025-10-20T12:09:36.534,1.48,0.5203961800035677,0.5756210259779009,0.7213279298037232,0.748657083656357,1.4037561201048179,1.1927721122335042,1.8946839200257146,1.6241645296270162,1.6048714540592977,1.1994236773511058,0.9848946770732008,0.9988176460276645
2025-10-20T12:09:37.405,2.48,0.7173452061563684,0.5601234716828131,0.7151291853574971,0.7491936801429397,1.7555994949582598,1.2618719814820307,1.939875815497891,1.6149559993703708,1.5826855193814633,1.2304646908408754,0.9875802057294267,0.9979247607793142
2025-10-20T12:09:38.212,3.48,0.8617662272511966,0.6862808490320024,0.590027184539319,0.766954003302414,2.289099707980688,1.3844706206747543,1.9328186680913337,1.6158727473919807,1.5916085655723256,1.2584818438832401,0.8770893762984581,1.222794298725699
2025-10-20T12:09:39.113,4.48,0.940824967805261,0.7817173759288037,0.6879373454423309,0.8041993567643702,2.6329845261609943,1.3506556876544515,1.9878958831196418,1.6614690169327957,1.5930674261385043,1.328190760436248,0.8836776872714057,1.0245173817491817
2025-10-20T12:09:39.922,5.48,0.9057212827360321,0.784677535827924,0.5699140708970775,0.7414798815222025,1.9561713201681807,1.3695954372073071,1.9580323059537972,1.689503941971513,1.6103954636681719,1.2408774163345286,0.961400278689568,1.0602914255072646
2025-10-20T12:09:40.793,6.48,0.785705512500771,0.6906764023042257,0.5771920939056179,0.7556750590740259,1.460538367312311,1.386741330531389,1.964993066268177,1.666005625664977,1.5916599230182134,1.2182476109436295,0.9826569095749721,1.0974232723438946
2025-10-20T12:09:41.634,7.48,0.9019992165557023,0.6043445697941431,0.6321583476945124,0.8186337788611528,1.5909254975787013,1.3840715107854804,1.9709343135275184,1.6707642846179507,1.6037106770053278,1.239070863339698,0.9941725885787054,1.0746004174874224
2025-10-20T12:09:42.473,8.48,0.8560634080362974,0.8324204298370275,0.8893632731386821,1.235231886800013,1.7806994138544774,1.5912705558312106,1.955693804429288,1.6324052906684454,1.5679931120343413,1.3088821456225799,0.9339006307722829,1.3164839352457716
2025-10-20T12:09:43.283,9.48,0.9385834488787951,0.5939400155745373,0.9530193111618338,1.03960046983352,5.258347969804785,1.4808974855536157,1.9100417597707897,1.6411497501356787,1.570274753699213,1.3627155026669513,0.8012544916520904,0.9749917768531353
2025-10-20T12:09:44.157,10.48,0.8973003377888136,0.5951956813222118,0.9450234235183932,0.9903297834313664,5.016705882887794,1.4759264446808622,1.9102935753070922,1.646794252889308,1.5851374394693984,1.3205482501826038,0.7079921221540885,0.9458818979061016
2025-10-20T12:09:44.968,11.48,0.8244471685560755,0.5802369296253508,0.8478541007678516,0.9285158040563353,3.505949819098352,1.4119760085155966,1.971462445604435,1.6660285342714227,1.5954872422598343,1.3184199601398858,0.9011967568858242,0.9369189257941279
2025-10-20T12:09:45.832,12.48,0.8303588408292971,0.654224053017383,0.8463516708864829,1.0750312840312823,3.418969441263242,1.528869017701628,1.9902595955401252,1.65702301584577,1.5824020654227864,1.289407519275955,1.0456686405221638,1.105738408089581
2025-10-20T12:09:46.644,13.48,0.6801405090419738,0.8870243131767327,0.8819782098893684,1.0600879895322393,4.524770448016306,1.6902303978923658,1.944039675869064,1.6399301447963568,1.572747278957486,1.3007371004344779,0.9530842369073685,1.3822893031362196
2025-10-20T12:09:47.512,14.48,0.860265282483513,1.3084973370650208,1.0594831370976108,1.3237669805031977,7.3476552350468465,1.5014216557159688,1.9228619840787207,1.6229878148409258,1.564512385239043,1.2739513103268056,0.9298968140991063,1.3857594550073058
2025-10-20T12:09:48.323,15.48,0.6819151624612616,0.9988868533551518,0.8936144247815556,1.159946547312496,4.866239021627379,1.5551615996096129,1.9338202941339135,1.6225404915846713,1.5635437545049466,1.2679252891944357,0.89746783340603,0.9609140068803156
2025-10-20T12:09:49.193,16.48,0.8167224309960067,1.0237675358031313,0.8655364472966731,1.024911338609013,3.9893909131705025,1.5327206659605528,1.9157694330051342,1.6126855141868617,1.5592666423200328,1.293252757699094,0.8296762002629862,0.8828419538797901
2025-10-20T12:09:50.033,17.48,0.955119071945041,0.8394245992318563,0.80828591545732,0.8678236817811472,3.601035582274964,1.6308796104852419,1.9179029591973558,1.616199960363387,1.5524189148082095,1.2557202560718483,0.806599563229667,0.8954570707191272
2025-10-20T12:09:50.873,18.48,1.4640330983781726,0.8913466934867932,0.779658041880962,1.0212956685754582,4.059697080560832,1.5289230779974479,1.9384442221249611,1.6431780108923804,1.5531973035334923,1.3110108100681015,0.7660540569112829,1.1172213443713541
2025-10-20T12:09:51.683,19.48,1.8348781688361244,0.716195630964748,0.9772034969969282,1.226213093019156,5.112238896785957,1.4094537318963136,1.938780301840505,1.6319905582797685,1.5542298791140379,1.2788096402249887,0.7158083743664581,1.0419703485844396
2025-10-20T12:09:52.563,20.48,1.894244218332348,0.8322630595895785,1.077328811517366,1.3554224822011074,4.392621707405716,1.4868613144730862,1.9317631524539611,1.6601562220392954,1.570680585387475,1.2862531485477378,0.8276834758849467,1.1026732901949365
2025-10-20T12:09:53.371,21.48,1.2128767914290146,1.049601207157781,0.9951739660697774,1.3153895316609014,3.723213856258891,1.5046785402853462,1.9352408545396331,1.6179354526354288,1.5598597918187826,1.2941907400632207,0.829392585590356,0.9576028351469412
2025-10-20T12:09:54.262,22.48,1.42902131343948,1.201826149101723,0.9983019977829211,1.1431213041725599,3.3670507725837577,1.5997248175991678,1.9458313918294372,1.6313653433071271,1.5740533299620898,1.3471631874187298,0.9991870737797084,0.9570427640662428
2025-10-20T12:09:55.012,23.48,1.271142604172874,0.9410228716068993,0.8554516255664362,1.154532860120022,5.009657809655778,1.5048052111883692,1.964614473995724,1.6497192825189824,1.591573595506582,1.3333641367764688,0.9760585282880314,0.8398890107902199
2025-10-20T12:09:55.948,24.48,1.2293195595009343,0.9073154130930098,0.8903130082272895,1.1254965667885701,4.920302861648644,1.5262214698235603,1.9723652913943928,1.6573875765868589,1.6020328031644888,1.3169092595781398,0.9620529283621808,0.9624797965701741
2025-10-20T12:09:56.694,25.48,1.0227918772245492,0.955904963537227,0.8358289747468205,1.1252132548918101,5.481514441822699,1.5249854555990554,1.9696504270914463,1.6680595325494694,1.6071547135794968,1.3062426289712694,0.8387744887385946,1.1019281520683415
2025-10-20T12:09:57.563,26.48,1.05965326746669,0.8282051188836909,1.0703218700261283,1.2071879046342733,5.149956438296203,1.814767416275368,1.9832290011366538,1.6694341680882467,1.6132910275406134,1.2757970582164835,0.9201740856914139,1.391503663514104
2025-10-20T12:09:58.375,27.48,0.9118368287709148,0.6494007093932189,1.018116525171679,1.1260865968024998,5.011088805356126,1.720131752847196,1.999179047605489,1.6650994462947062,1.5995260790245645,1.3039781267158599,0.8070549321892625,1.3643412079724353
2025-10-20T12:09:59.249,28.48,0.7940612805337359,1.1339892843137305,1.0002939497633205,1.3065649890795192,4.539594168910365,1.6234770597610781,2.025020159937321,1.6753090562305386,1.5951398265288117,1.3464928896926132,0.8991664465948518,1.263577876103373
2025-10-20T12:10:00.059,29.48,0.985151268469369,1.3474134450847137,1.0297490394518194,1.375713363530384,4.876406992519938,1.6688031166422743,1.9958664822355225,1.7087276282525068,1.6130600479158268,1.2830678014800079,0.8524204723833017,1.390594414355631
2025-10-20T12:10:00.922,30.48,1.1731053323946596,1.1111261790183826,0.8893677615984446,1.2005343092436487,4.274773574894369,1.7681280341817014,2.0120662184735387,1.6856906740787696,1.6143475138777663,1.2575702504944086,0.8675770340242083,1.326330924267689
2025-10-20T12:10:01.731,31.48,1.0895567131109842,0.8052801816163412,0.6039626968202175,0.9380118512170463,2.536276410560532,1.7938770285823769,1.984472120849896,1.696918641960671,1.6416909197208789,1.2506390923867694,0.960200531855347,1.1974116130363404
2025-10-20T12:10:02.602,32.48,1.4875572381130047,1.452743721864636,0.8520490084883182,0.813973281765606,2.0585671037890143,1.8886339227830813,1.9753732679245373,1.7265187071565968,1.6480373605899388,1.2552888223215861,1.0225456352769242,0.9680453052058199
2025-10-20T12:10:03.388,33.48,1.312321105274217,0.9171202813264319,0.7414663278169601,0.7890687150534302,2.5689731718888495,1.8690103780897611,1.9633047419301073,1.7031890688866704,1.6565849181023038,1.1825777389454424,0.7373396028895594,1.0225032806835863
